	group
SRR2018993	38787
SRR2018992	38788
SRR2018991	38789
SRR2018990	38790
SRR2018989	38791
SRR2018987	38792
SRR2018988	38793
SRR2018986	38794
SRR2018985	38795
SRR2018983	38796
SRR2018984	38797
SRR2018982	38798
SRR2018981	38799
SRR2018980	38800
SRR2018979	38801
SRR2018978	38802
SRR2018977	38803
SRR2018975	38804
SRR2018976	38805
SRR2018974	38806
SRR2018973	38807
SRR2018971	38808
SRR2018972	38809
SRR2018970	38810
SRR2018969	38811
SRR2018966	38812
SRR2018967	38813
SRR2018968	38814
SRR2018965	38815
SRR1822132	38816
SRR1822131	38817
SRR1822130	38818
SRR1822129	38819
SRR1822128	38820
SRR1822127	38821
SRR1822126	38822
SRR1822125	38823
SRR1822124	38824
SRR1822123	38825
SRR1822122	38826
SRR1825690	38827
SRR1825693	38828
SRR1825695	38829
SRR1825697	38830
SRR1823872	38831
SRR1823871	38832
SRR1823870	38833
SRR1823869	38834
SRR1823868	38835
SRR1823867	38836
SRR1823866	38837
SRR1823865	38838
SRR1823864	38839
SRR1823863	38840
SRR1823862	38841
SRR1823861	38842
SRR1823860	38843
SRR1823859	38844
SRR1823858	38845
SRR1823857	38846
SRR1824501	38847
SRR1824500	38848
SRR1824499	38849
SRR1824498	38850
SRR1824497	38851
SRR1824496	38852
SRR1824495	38853
SRR1824494	38854
SRR1824493	38855
SRR1824492	38856
SRR1825945	38857
SRR1825946	38858
SRR1825944	38859
SRR1825942	38860
SRR1825943	38861
SRR1825941	38862
SRR2240643	38863
SRR2240644	38864
SRR2240645	38865
SRR2240646	38866
SRR2240647	38867
SRR2240638	38868
SRR2240639	38869
SRR2240640	38870
SRR2240641	38871
SRR2240642	38872
SRR2240633	38873
SRR2240634	38874
SRR2240635	38875
SRR2240636	38876
SRR2240637	38877
SRR2240624	38878
SRR2240625	38879
SRR2240626	38880
SRR2240627	38881
SRR2240628	38882
SRR2240629	38883
SRR2240630	38884
SRR2240631	38885
SRR2240632	38886
SRR2240613	38887
SRR2240614	38888
SRR2240615	38889
SRR2240616	38890
SRR2240617	38891
SRR2240618	38892
SRR2240619	38893
SRR2240620	38894
SRR2240621	38895
SRR2240622	38896
SRR2240623	38897
SRR2240609	38898
SRR2240610	38899
SRR2240611	38900
SRR2240612	38901
SRR2240594	38902
SRR2240595	38903
SRR2240596	38904
SRR2240597	38905
SRR2240598	38906
SRR2240604	38907
SRR2240605	38908
SRR2240606	38909
SRR2240607	38910
SRR2240608	38911
SRR2240599	38912
SRR2240600	38913
SRR2240601	38914
SRR2240602	38915
SRR2240603	38916
SRR2240584	38917
SRR2240585	38918
SRR2240586	38919
SRR2240587	38920
SRR2240588	38921
SRR2240589	38922
SRR2240590	38923
SRR2240591	38924
SRR2240592	38925
SRR2240593	38926
SRR2240578	38927
SRR2240579	38928
SRR2240580	38929
SRR2240581	38930
SRR2240582	38931
SRR2240583	38932
SRR1825969	38933
SRR1825968	38934
SRR1825970	38935
SRR1825966	38936
SRR1825967	38937
SRR1825965	38938
SRR1825962	38939
SRR1825963	38940
SRR1825964	38941
SRR1825961	38942
SRR1825960	38943
SRR1825958	38944
SRR1825959	38945
SRR1825956	38946
SRR1825957	38947
SRR1825955	38948
SRR1836130	38949
SRR1836129	38950
SRR1836128	38951
SRR1836127	38952
SRR1836126	38953
SRR1836125	38954
SRR1836124	38955
SRR1836123	38956
SRR1836503	38957
SRR1836502	38958
SRR1836501	38959
SRR1836500	38960
SRR1836499	38961
SRR1836498	38962
SRR1836497	38963
SRR1836496	38964
SRR1836495	38965
SRR1836494	38966
SRR1836493	38967
SRR1836492	38968
SRR1836491	38969
SRR1836490	38970
SRR1836828	38971
SRR1836830	38972
SRR1836829	38973
SRR1836827	38974
SRR1836826	38975
SRR1836825	38976
SRR1839804	38977
SRR1839803	38978
SRR1839802	38979
SRR1839801	38980
SRR1839800	38981
SRR1839799	38982
SRR1839798	38983
SRR1839797	38984
SRR1839796	38985
SRR1839795	38986
SRR1839794	38987
SRR1839793	38988
SRR1839792	38989
SRR1839791	38990
SRR1850931	38991
SRR1850930	38992
SRR1850929	38993
SRR1850928	38994
SRR1850927	38995
SRR1850932	38996
SRR1850933	38997
SRR1850936	38998
SRR1850935	38999
SRR1850934	39000
SRR1851004	39001
SRR1851003	39002
SRR1851002	39003
SRR1851000	39004
SRR1851001	39005
SRR1850998	39006
SRR1850999	39007
SRR1850997	39008
SRR1850996	39009
SRR1851016	39010
SRR1851010	39011
SRR1851014	39012
SRR1851015	39013
SRR1851013	39014
SRR1851012	39015
SRR1851011	39016
SRR1851009	39017
SRR1851008	39018
SRR1851007	39019
SRR1851006	39020
SRR1851005	39021
SRR1850995	39022
SRR1850994	39023
SRR1850993	39024
SRR1850992	39025
SRR1850991	39026
SRR1850990	39027
SRR1850989	39028
SRR1850987	39029
SRR1850986	39030
SRR1850985	39031
SRR1850983	39032
SRR1850984	39033
SRR1850981	39034
SRR1850980	39035
SRR1850979	39036
SRR1850978	39037
SRR1850977	39038
SRR1850976	39039
SRR1850975	39040
SRR1850974	39041
SRR1850973	39042
SRR1850972	39043
SRR1850970	39044
SRR1850971	39045
SRR1850968	39046
SRR1850969	39047
SRR1850967	39048
SRR1850966	39049
SRR1850965	39050
SRR1850964	39051
SRR1850963	39052
SRR1850962	39053
SRR1850961	39054
SRR1850959	39055
SRR1850960	39056
SRR1850958	39057
SRR1850988	39058
SRR1850957	39059
SRR1850956	39060
SRR1850955	39061
SRR1850953	39062
SRR1850954	39063
SRR1850952	39064
SRR1850982	39065
SRR1850951	39066
SRR1850950	39067
SRR1850949	39068
SRR1850948	39069
SRR1850947	39070
SRR1850946	39071
SRR1850945	39072
SRR1850944	39073
SRR1850943	39074
SRR1850942	39075
SRR1850940	39076
SRR1850941	39077
SRR1850938	39078
SRR1850939	39079
SRR1850937	39080
SRR1910436	39081
SRR1931654	39082
SRR1931655	39083
SRR1931656	39084
SRR1931661	39085
SRR1931665	39086
SRR1931667	39087
SRR1931669	39088
SRR1931670	39089
SRR1931671	39090
SRR1931673	39091
SRR1931674	39092
SRR1852859	39093
SRR1852861	39094
SRR1852858	39095
SRR1852860	39096
SRR1852881	39097
SRR1873277	39098
SRR1909115	39099
SRR1909116	39100
SRR1909118	39101
SRR1909119	39102
SRR1909120	39103
SRR1909121	39104
SRR1909074	39105
SRR1909076	39106
SRR1909078	39107
SRR1909107	39108
SRR1909108	39109
SRR1909113	39110
SRR1908923	39111
SRR1908922	39112
SRR1908921	39113
SRR1908920	39114
SRR1908919	39115
SRR1908918	39116
SRR1908917	39117
SRR1908916	39118
SRR1909042	39119
SRR1909039	39120
SRR1909041	39121
SRR1909040	39122
SRR1909038	39123
SRR1909036	39124
SRR1909037	39125
SRR1909035	39126
SRR1909033	39127
SRR1909032	39128
SRR1909031	39129
SRR1909034	39130
SRR1909089	39131
SRR1909105	39132
SRR1909104	39133
SRR1909103	39134
SRR1909102	39135
SRR1909101	39136
SRR1909100	39137
SRR1909099	39138
SRR1909098	39139
SRR1909097	39140
SRR1909096	39141
SRR1909095	39142
SRR1909094	39143
SRR1909093	39144
SRR1909092	39145
SRR1909091	39146
SRR1909088	39147
SRR1909090	39148
SRR1909087	39149
SRR1909086	39150
SRR1909145	39151
SRR1909144	39152
SRR1909143	39153
SRR1909142	39154
SRR1909141	39155
SRR1909140	39156
SRR1909139	39157
SRR1909138	39158
SRR1909137	39159
SRR1909136	39160
SRR1909134	39161
SRR1909135	39162
SRR1909133	39163
SRR1909132	39164
SRR1909131	39165
SRR1909130	39166
SRR1910227	39167
SRR1910226	39168
SRR1910228	39169
SRR1910389	39170
SRR1910390	39171
SRR1910387	39172
SRR1910388	39173
SRR1910386	39174
SRR1910385	39175
SRR1910407	39176
SRR1910408	39177
SRR1910406	39178
SRR1910405	39179
SRR1910404	39180
SRR1910471	39181
SRR1910470	39182
SRR1910469	39183
SRR1910468	39184
SRR1910466	39185
SRR1910467	39186
SRR1910493	39187
SRR1910491	39188
SRR1910489	39189
SRR1910488	39190
SRR1910492	39191
SRR1910487	39192
SRR1910486	39193
SRR1910485	39194
SRR1910484	39195
SRR1910490	39196
SRR1910738	39197
SRR1910736	39198
SRR1910737	39199
SRR1910734	39200
SRR1910735	39201
SRR1910733	39202
SRR1910731	39203
SRR1910732	39204
SRR1914970	39205
SRR1914971	39206
SRR1914972	39207
SRR1914967	39208
SRR1914968	39209
SRR1914969	39210
SRR1914964	39211
SRR1914965	39212
SRR1914966	39213
SRR1914961	39214
SRR1914962	39215
SRR1914963	39216
SRR1915438	39217
SRR1915437	39218
SRR1915568	39219
SRR1915569	39220
SRR1915570	39221
SRR1916341	39222
SRR1916342	39223
SRR1916343	39224
SRR1916338	39225
SRR1916339	39226
SRR1916340	39227
SRR1916335	39228
SRR1916336	39229
SRR1916337	39230
SRR1916329	39231
SRR1916330	39232
SRR1916331	39233
SRR1916332	39234
SRR1916333	39235
SRR1916334	39236
SRR1916326	39237
SRR1916327	39238
SRR1916328	39239
SRR1916320	39240
SRR1916321	39241
SRR1916322	39242
SRR1916323	39243
SRR1916324	39244
SRR1916325	39245
SRR1916308	39246
SRR1916309	39247
SRR1916310	39248
SRR1916311	39249
SRR1916312	39250
SRR1916313	39251
SRR1916314	39252
SRR1916315	39253
SRR1916316	39254
SRR1916317	39255
SRR1916318	39256
SRR1916319	39257
SRR1916302	39258
SRR1916303	39259
SRR1916304	39260
SRR1916305	39261
SRR1916306	39262
SRR1916307	39263
SRR1916300	39264
SRR1916301	39265
SRR1916297	39266
SRR1916298	39267
SRR1916299	39268
SRR1916288	39269
SRR1916289	39270
SRR1916290	39271
SRR1916291	39272
SRR1916292	39273
SRR1916293	39274
SRR1916294	39275
SRR1916295	39276
SRR1916296	39277
SRR1916285	39278
SRR1916286	39279
SRR1916287	39280
SRR1916283	39281
SRR1916284	39282
SRR1916280	39283
SRR1916281	39284
SRR1916282	39285
SRR1916277	39286
SRR1916278	39287
SRR1916279	39288
SRR1916274	39289
SRR1916275	39290
SRR1916276	39291
SRR1916271	39292
SRR1916272	39293
SRR1916273	39294
SRR1916268	39295
SRR1916269	39296
SRR1916270	39297
SRR1916265	39298
SRR1916266	39299
SRR1916267	39300
SRR1916263	39301
SRR1916264	39302
SRR1916545	39303
SRR1916551	39304
SRR1916550	39305
SRR1916549	39306
SRR1916548	39307
SRR1916547	39308
SRR1916546	39309
SRR1916544	39310
SRR1916543	39311
SRR1916542	39312
SRR1916555	39313
SRR1916554	39314
SRR1916553	39315
SRR1916552	39316
SRR1917022	39317
SRR1917023	39318
SRR1917024	39319
SRR1917025	39320
SRR1917026	39321
SRR1917027	39322
SRR1917028	39323
SRR1917007	39324
SRR1917008	39325
SRR1917009	39326
SRR1917010	39327
SRR1917011	39328
SRR1917012	39329
SRR1917013	39330
SRR1917014	39331
SRR1917015	39332
SRR1917016	39333
SRR1917017	39334
SRR1917018	39335
SRR1917019	39336
SRR1917020	39337
SRR1917021	39338
SRR1916986	39339
SRR1916987	39340
SRR1916988	39341
SRR1916989	39342
SRR1916990	39343
SRR1916991	39344
SRR1916992	39345
SRR1916993	39346
SRR1916994	39347
SRR1916995	39348
SRR1916996	39349
SRR1916997	39350
SRR1916998	39351
SRR1916999	39352
SRR1917000	39353
SRR1917001	39354
SRR1917002	39355
SRR1917003	39356
SRR1917004	39357
SRR1917005	39358
SRR1917006	39359
SRR1976051	39360
SRR1976052	39361
SRR1976053	39362
SRR1976054	39363
SRR1976055	39364
SRR1976072	39365
SRR1976073	39366
SRR1976089	39367
SRR1976078	39368
SRR1976080	39369
SRR1918190	39370
SRR1918188	39371
SRR1918189	39372
SRR1918187	39373
SRR1918185	39374
SRR1918184	39375
SRR1918186	39376
SRR1918183	39377
SRR1918181	39378
SRR1918182	39379
SRR1918180	39380
SRR1918179	39381
SRR1918177	39382
SRR1918178	39383
SRR1918176	39384
SRR1918175	39385
SRR1918174	39386
SRR1918173	39387
SRR1918172	39388
SRR1918171	39389
SRR1918170	39390
SRR1918169	39391
SRR1918168	39392
SRR1918167	39393
SRR1918758	39394
SRR1918759	39395
SRR1918756	39396
SRR1918757	39397
SRR1918754	39398
SRR1918755	39399
SRR1918751	39400
SRR1918749	39401
SRR1918750	39402
SRR1918752	39403
SRR1918753	39404
SRR1918747	39405
SRR1918748	39406
SRR1918745	39407
SRR1918746	39408
SRR1918743	39409
SRR1918744	39410
SRR1918741	39411
SRR1918742	39412
SRR1918739	39413
SRR1918740	39414
SRR1918735	39415
SRR1918736	39416
SRR1918737	39417
SRR1918738	39418
SRR1918733	39419
SRR1918734	39420
SRR1918731	39421
SRR1918732	39422
SRR1918727	39423
SRR1918728	39424
SRR1918729	39425
SRR1918730	39426
SRR1918723	39427
SRR1918724	39428
SRR1918725	39429
SRR1918726	39430
SRR1918721	39431
SRR1918722	39432
SRR1918719	39433
SRR1918720	39434
SRR1918717	39435
SRR1918718	39436
SRR1918715	39437
SRR1918716	39438
SRR1918713	39439
SRR1918714	39440
SRR1918711	39441
SRR1918712	39442
SRR1918707	39443
SRR1918708	39444
SRR1918709	39445
SRR1918710	39446
SRR1918705	39447
SRR1918706	39448
SRR1918703	39449
SRR1918704	39450
SRR1918699	39451
SRR1918700	39452
SRR1918697	39453
SRR1918698	39454
SRR1918701	39455
SRR1918702	39456
SRR1918695	39457
SRR1918696	39458
SRR1918691	39459
SRR1918692	39460
SRR1918689	39461
SRR1918690	39462
SRR1918693	39463
SRR1918694	39464
SRR1918687	39465
SRR1918688	39466
SRR1918685	39467
SRR1918686	39468
SRR1918681	39469
SRR1918682	39470
SRR1918679	39471
SRR1918680	39472
SRR1918683	39473
SRR1918684	39474
SRR1918673	39475
SRR1918674	39476
SRR1918677	39477
SRR1918678	39478
SRR1918671	39479
SRR1918672	39480
SRR1918675	39481
SRR1918676	39482
SRR1918667	39483
SRR1918668	39484
SRR1918665	39485
SRR1918666	39486
SRR1918669	39487
SRR1918670	39488
SRR1918661	39489
SRR1918662	39490
SRR1918659	39491
SRR1918660	39492
SRR1918663	39493
SRR1918664	39494
SRR1918657	39495
SRR1918658	39496
SRR1918655	39497
SRR1918656	39498
SRR1918653	39499
SRR1918654	39500
SRR1918651	39501
SRR1918652	39502
SRR1918649	39503
SRR1918650	39504
SRR1918647	39505
SRR1918648	39506
SRR1918645	39507
SRR1918646	39508
SRR1918643	39509
SRR1918644	39510
SRR1918641	39511
SRR1918642	39512
SRR1918637	39513
SRR1918638	39514
SRR1918635	39515
SRR1918636	39516
SRR1918639	39517
SRR1918640	39518
SRR1918633	39519
SRR1918634	39520
SRR1918631	39521
SRR1918632	39522
SRR1918629	39523
SRR1918630	39524
SRR1918627	39525
SRR1918628	39526
SRR1918625	39527
SRR1918626	39528
SRR1918623	39529
SRR1918624	39530
SRR1918619	39531
SRR1918620	39532
SRR1918617	39533
SRR1918618	39534
SRR1918621	39535
SRR1918622	39536
SRR1918613	39537
SRR1918614	39538
SRR1918615	39539
SRR1918616	39540
SRR1918611	39541
SRR1918612	39542
SRR1918609	39543
SRR1918610	39544
SRR1918605	39545
SRR1918606	39546
SRR1918601	39547
SRR1918602	39548
SRR1918603	39549
SRR1918604	39550
SRR1918607	39551
SRR1918608	39552
SRR1918595	39553
SRR1918596	39554
SRR1918597	39555
SRR1918598	39556
SRR1918593	39557
SRR1918594	39558
SRR1918599	39559
SRR1918600	39560
SRR1918591	39561
SRR1918592	39562
SRR1918589	39563
SRR1918590	39564
SRR1918587	39565
SRR1918588	39566
SRR1918585	39567
SRR1918586	39568
SRR1918579	39569
SRR1918580	39570
SRR1918583	39571
SRR1918584	39572
SRR1918581	39573
SRR1918582	39574
SRR1918577	39575
SRR1918578	39576
SRR1918575	39577
SRR1918576	39578
SRR1918573	39579
SRR1918574	39580
SRR1918571	39581
SRR1918572	39582
SRR1918567	39583
SRR1918568	39584
SRR1918569	39585
SRR1918570	39586
SRR1918565	39587
SRR1918566	39588
SRR1918561	39589
SRR1918562	39590
SRR1918559	39591
SRR1918560	39592
SRR1918563	39593
SRR1918564	39594
SRR1918557	39595
SRR1918558	39596
SRR1918555	39597
SRR1918556	39598
SRR1918549	39599
SRR1918550	39600
SRR1918553	39601
SRR1918554	39602
SRR1918551	39603
SRR1918552	39604
SRR1918547	39605
SRR1918548	39606
SRR1918545	39607
SRR1918546	39608
SRR1918543	39609
SRR1918544	39610
SRR1918541	39611
SRR1918542	39612
SRR1918537	39613
SRR1918538	39614
SRR1918539	39615
SRR1918540	39616
SRR1918533	39617
SRR1918534	39618
SRR1918535	39619
SRR1918536	39620
SRR1918531	39621
SRR1918532	39622
SRR1918527	39623
SRR1918528	39624
SRR1918529	39625
SRR1918530	39626
SRR1918525	39627
SRR1918526	39628
SRR1918523	39629
SRR1918524	39630
SRR1918520	39631
SRR1918517	39632
SRR1918518	39633
SRR1918521	39634
SRR1918522	39635
SRR1918515	39636
SRR1918516	39637
SRR1918511	39638
SRR1918512	39639
SRR1918513	39640
SRR1918514	39641
SRR1918509	39642
SRR1918510	39643
SRR1918507	39644
SRR1918508	39645
SRR1918505	39646
SRR1918506	39647
SRR1918503	39648
SRR1918504	39649
SRR1918501	39650
SRR1918502	39651
SRR1918499	39652
SRR1918500	39653
SRR1918497	39654
SRR1918498	39655
SRR1918495	39656
SRR1918496	39657
SRR1918491	39658
SRR1918492	39659
SRR1918493	39660
SRR1918494	39661
SRR1918489	39662
SRR1918490	39663
SRR1918487	39664
SRR1918488	39665
SRR1918485	39666
SRR1918486	39667
SRR1918483	39668
SRR1918484	39669
SRR1918481	39670
SRR1918482	39671
SRR1918479	39672
SRR1918480	39673
SRR1918477	39674
SRR1918478	39675
SRR1918473	39676
SRR1918474	39677
SRR1918471	39678
SRR1918472	39679
SRR1918475	39680
SRR1918476	39681
SRR1918465	39682
SRR1918466	39683
SRR1918469	39684
SRR1918470	39685
SRR1918467	39686
SRR1918468	39687
SRR1918463	39688
SRR1918464	39689
SRR1918461	39690
SRR1918462	39691
SRR1918459	39692
SRR1918460	39693
SRR1918457	39694
SRR1918458	39695
SRR1918455	39696
SRR1918456	39697
SRR1918449	39698
SRR1918450	39699
SRR1918451	39700
SRR1918452	39701
SRR1918453	39702
SRR1918454	39703
SRR1918447	39704
SRR1918448	39705
SRR1918445	39706
SRR1918446	39707
SRR1918443	39708
SRR1918444	39709
SRR1918441	39710
SRR1918442	39711
SRR1918439	39712
SRR1918440	39713
SRR1918437	39714
SRR1918438	39715
SRR1918433	39716
SRR1918434	39717
SRR1918435	39718
SRR1918436	39719
SRR1918431	39720
SRR1918432	39721
SRR1918429	39722
SRR1918430	39723
SRR1918425	39724
SRR1918426	39725
SRR1918427	39726
SRR1918428	39727
SRR1918423	39728
SRR1918424	39729
SRR1918421	39730
SRR1918422	39731
SRR1918417	39732
SRR1918418	39733
SRR1918419	39734
SRR1918420	39735
SRR1918415	39736
SRR1918414	39737
SRR1918411	39738
SRR1918412	39739
SRR1918409	39740
SRR1918410	39741
SRR1918407	39742
SRR1918408	39743
SRR1918405	39744
SRR1918406	39745
SRR1918401	39746
SRR1918402	39747
SRR1918403	39748
SRR1918404	39749
SRR1918399	39750
SRR1918400	39751
SRR1918395	39752
SRR1918396	39753
SRR1918393	39754
SRR1918394	39755
SRR1918397	39756
SRR1918398	39757
SRR1918389	39758
SRR1918390	39759
SRR1918391	39760
SRR1918392	39761
SRR1918385	39762
SRR1918386	39763
SRR1918387	39764
SRR1918388	39765
SRR1918381	39766
SRR1918383	39767
SRR1918384	39768
SRR1918377	39769
SRR1918378	39770
SRR1918379	39771
SRR1918380	39772
SRR1918375	39773
SRR1918376	39774
SRR1918373	39775
SRR1918374	39776
SRR1918371	39777
SRR1918372	39778
SRR1918369	39779
SRR1918370	39780
SRR1918367	39781
SRR1918368	39782
SRR1918365	39783
SRR1918366	39784
SRR1918363	39785
SRR1918364	39786
SRR1918361	39787
SRR1918362	39788
SRR1918359	39789
SRR1918360	39790
SRR1918353	39791
SRR1918354	39792
SRR1918355	39793
SRR1918356	39794
SRR1918357	39795
SRR1918358	39796
SRR1918347	39797
SRR1918348	39798
SRR1918351	39799
SRR1918352	39800
SRR1918349	39801
SRR1918350	39802
SRR1918345	39803
SRR1918346	39804
SRR1918343	39805
SRR1918344	39806
SRR1918341	39807
SRR1918342	39808
SRR1918339	39809
SRR1918340	39810
SRR1918337	39811
SRR1918338	39812
SRR1918335	39813
SRR1918336	39814
SRR1918333	39815
SRR1918334	39816
SRR1918331	39817
SRR1918332	39818
SRR1918329	39819
SRR1918330	39820
SRR1918327	39821
SRR1918328	39822
SRR1918325	39823
SRR1918326	39824
SRR1918323	39825
SRR1918324	39826
SRR1918321	39827
SRR1918322	39828
SRR1918317	39829
SRR1918318	39830
SRR1918319	39831
SRR1918320	39832
SRR1918313	39833
SRR1918314	39834
SRR1918315	39835
SRR1918316	39836
SRR1918311	39837
SRR1918312	39838
SRR1918309	39839
SRR1918310	39840
SRR1918305	39841
SRR1918306	39842
SRR1918301	39843
SRR1918302	39844
SRR1918295	39845
SRR1918296	39846
SRR1918299	39847
SRR1918300	39848
SRR1918293	39849
SRR1918294	39850
SRR1918297	39851
SRR1918298	39852
SRR1918287	39853
SRR1918288	39854
SRR1918291	39855
SRR1918292	39856
SRR1918289	39857
SRR1918290	39858
SRR1918285	39859
SRR1918286	39860
SRR1918303	39861
SRR1918304	39862
SRR1918307	39863
SRR1918308	39864
SRR1918279	39865
SRR1918280	39866
SRR1918281	39867
SRR1918282	39868
SRR1918283	39869
SRR1918284	39870
SRR1918275	39871
SRR1918276	39872
SRR1918277	39873
SRR1918278	39874
SRR1918271	39875
SRR1918272	39876
SRR1918273	39877
SRR1918274	39878
SRR1918269	39879
SRR1918270	39880
SRR1918267	39881
SRR1918268	39882
SRR1918261	39883
SRR1918262	39884
SRR1918263	39885
SRR1918264	39886
SRR1918265	39887
SRR1918266	39888
SRR1918257	39889
SRR1918258	39890
SRR1918260	39891
SRR1918247	39892
SRR1918248	39893
SRR1918245	39894
SRR1918246	39895
SRR1918251	39896
SRR1918252	39897
SRR1918253	39898
SRR1918254	39899
SRR1918249	39900
SRR1918250	39901
SRR1918255	39902
SRR1918256	39903
SRR1918241	39904
SRR1918242	39905
SRR1918243	39906
SRR1918244	39907
SRR1918239	39908
SRR1918240	39909
SRR1918237	39910
SRR1918238	39911
SRR1918235	39912
SRR1918236	39913
SRR1918762	39914
SRR1918761	39915
SRR1918760	39916
SRR1919604	39917
SRR1919603	39918
SRR1919602	39919
SRR1919600	39920
SRR1919601	39921
SRR1919599	39922
SRR1920911	39923
SRR1920912	39924
SRR1921009	39925
SRR1923086	39926
SRR1923087	39927
SRR1923084	39928
SRR1923085	39929
SRR1923082	39930
SRR1923083	39931
SRR1923080	39932
SRR1923081	39933
SRR1923078	39934
SRR1923079	39935
SRR1923076	39936
SRR1923077	39937
SRR1925284	39938
SRR1925286	39939
SRR1925326	39940
SRR1925328	39941
SRR1925361	39942
SRR1925364	39943
SRR1925394	39944
SRR1925407	39945
SRR1925408	39946
SRR1925720	39947
SRR1925725	39948
SRR1925766	39949
SRR1925803	39950
SRR1925802	39951
SRR1925804	39952
SRR1925801	39953
SRR1925799	39954
SRR1925800	39955
SRR1925798	39956
SRR1925797	39957
SRR1925796	39958
SRR1925795	39959
SRR1925793	39960
SRR1925792	39961
SRR1925791	39962
SRR1925794	39963
SRR1925789	39964
SRR1925790	39965
SRR1925786	39966
SRR1925788	39967
SRR1925787	39968
SRR1925785	39969
SRR1925784	39970
SRR1925782	39971
SRR1925783	39972
SRR1925781	39973
SRR1927048	39974
SRR1927061	39975
SRR1927060	39976
SRR1927059	39977
SRR1927058	39978
SRR1927057	39979
SRR1927055	39980
SRR1927056	39981
SRR1927054	39982
SRR1927052	39983
SRR1927053	39984
SRR1927051	39985
SRR1927050	39986
SRR1927049	39987
SRR1927047	39988
SRR1927046	39989
SRR1927045	39990
SRR1927044	39991
SRR1927043	39992
SRR1927042	39993
SRR1927040	39994
SRR1927039	39995
SRR1927038	39996
SRR1927037	39997
SRR1927036	39998
SRR1927035	39999
SRR1927034	40000
SRR1927033	40001
SRR1927032	40002
SRR1927031	40003
SRR1927030	40004
SRR1927028	40005
SRR1927029	40006
SRR1927027	40007
SRR1927026	40008
SRR1927024	40009
SRR1927025	40010
SRR1927023	40011
SRR1927022	40012
SRR1927021	40013
SRR1927020	40014
SRR1927019	40015
SRR1927071	40016
SRR1927069	40017
SRR1927070	40018
SRR1927068	40019
SRR1927066	40020
SRR1927065	40021
SRR1927067	40022
SRR1927064	40023
SRR1927063	40024
SRR1927062	40025
SRR1928000	40026
SRR1928035	40027
SRR1927992	40028
SRR1927993	40029
SRR1929407	40030
SRR1929406	40031
SRR1929405	40032
SRR1929404	40033
SRR1929403	40034
SRR1929402	40035
SRR1929401	40036
SRR1929400	40037
SRR1929399	40038
SRR1931819	40039
SRR1931818	40040
SRR1931817	40041
SRR1931816	40042
SRR1931815	40043
SRR1931814	40044
SRR1931813	40045
SRR1931812	40046
SRR1942929	40047
SRR1942934	40048
SRR1942938	40049
SRR1942939	40050
SRR1942946	40051
SRR1942948	40052
SRR1942952	40053
SRR1942954	40054
SRR1942956	40055
SRR1942957	40056
SRR1942960	40057
SRR1942961	40058
SRR1942962	40059
SRR1942963	40060
SRR1942983	40061
SRR1942984	40062
SRR1942985	40063
SRR1942987	40064
SRR1942989	40065
SRR1942990	40066
SRR2856517	40067
SRR2856516	40068
SRR2856515	40069
SRR2856514	40070
SRR2856513	40071
SRR2856512	40072
SRR1945264	40073
SRR1945298	40074
SRR1945299	40075
SRR1945300	40076
SRR1945301	40077
SRR1945302	40078
SRR1945304	40079
SRR1945305	40080
SRR1945318	40081
SRR1945319	40082
SRR1945320	40083
SRR1945321	40084
SRR1946675	40085
SRR1946691	40086
SRR1946690	40087
SRR1946689	40088
SRR1946686	40089
SRR1946685	40090
SRR1946688	40091
SRR1946684	40092
SRR1946683	40093
SRR1946682	40094
SRR1946680	40095
SRR1946681	40096
SRR1946687	40097
SRR1946679	40098
SRR1946678	40099
SRR1946676	40100
SRR1946677	40101
SRR1946672	40102
SRR1946673	40103
SRR1946671	40104
SRR1946669	40105
SRR1946668	40106
SRR1946666	40107
SRR1946667	40108
SRR1946670	40109
SRR1946663	40110
SRR1946664	40111
SRR1946662	40112
SRR1946661	40113
SRR1946660	40114
SRR1946659	40115
SRR1946658	40116
SRR1946657	40117
SRR1946655	40118
SRR1946654	40119
SRR1946653	40120
SRR1946652	40121
SRR1946651	40122
SRR1946650	40123
SRR1946649	40124
SRR1946648	40125
SRR1946647	40126
SRR1946646	40127
SRR1946645	40128
SRR1946644	40129
SRR1946643	40130
SRR1946642	40131
SRR1946641	40132
SRR1946656	40133
SRR1946640	40134
SRR1946639	40135
SRR1946638	40136
SRR1946637	40137
SRR1947547	40138
SRR1947546	40139
SRR1947545	40140
SRR1947544	40141
SRR1947542	40142
SRR1947541	40143
SRR1947540	40144
SRR1947539	40145
SRR1947538	40146
SRR1947537	40147
SRR1947536	40148
SRR1947535	40149
SRR1947534	40150
SRR1947533	40151
SRR1947532	40152
SRR1947531	40153
SRR1947530	40154
SRR1947529	40155
SRR1947528	40156
SRR1947527	40157
SRR1947526	40158
SRR1947525	40159
SRR1947524	40160
SRR1947523	40161
SRR1947521	40162
SRR1947520	40163
SRR1947519	40164
SRR1947518	40165
SRR1947517	40166
SRR1947516	40167
SRR1947515	40168
SRR1947514	40169
SRR1947513	40170
SRR1947512	40171
SRR1947511	40172
SRR1947510	40173
SRR1947572	40174
SRR1947611	40175
SRR1947509	40176
SRR1947644	40177
SRR1947643	40178
SRR1947642	40179
SRR1947640	40180
SRR1947641	40181
SRR1947639	40182
SRR1947638	40183
SRR1947637	40184
SRR1947636	40185
