,Run,Assay.Type,BioSample,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA_study,BioProject,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,AvgSpotLen,Bases,Bytes,source_name,GEO_Accession..exp.,Strain,Library.Name,SAMPLE_TYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,Isolation_Source,BioSampleModel,Isolate,infection_side,Host,growth_condition,geographical_location,collected_by,lat_lon,host_disease,ENA.FIRST.PUBLIC..run.,ENA.LAST.UPDATE..run.,Genotype,genotype.variation,Replicate,specific_host,Sample_Name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,TITLE,AssemblyName,Alias,ENA_checklist,Location,INSDC_center_alias,Description,TREATMENT,growth_time,body_site,organism,strain_background,Time_point,analysis_type..exp.,analysis_type..run.,flowcell_barcode..run.,geographic_location_.country_and.or_sea,X_region.,gssr_id..exp.,gssr_id..run.,instrument_name..run.,isolation.source,lane..run.,library_type..exp.,library_type..run.,lsid..exp.,lsid..run.,material_type..exp.,product_order..exp.,product_order..run.,product_part_number..exp.,product_part_number..run.,project..exp.,project..run.,read_group_id..run.,research_project..exp.,research_project..run.,run_barcode..run.,run_name..run.,work_request..exp.,work_request..run.,Broker_name,growth_phase,ENA_first_public,ENA.LAST.UPDATE,Cell_type,culture_type,culture_collection,Time,phage,Biomaterial_provider,phase_of_infection,antibiotic,environmental_condition,Timepoint,growth_medium,Condition,exposed_to,Passages,media,agent,TISSUE,Phenotype,exposure,protocol,susceptibility,organism_part,fraction,stimulus,Replica,carbon_source,TaxID,medium,Cell_Line,taxonomy_id,cultivation_condition,number_of_cells,treatment_duration,treatment_type,genetic_background,plasmid,Biological_Replicate,depletion_method,growth_stage,host_or_sample_description,Tax_ID,Technical_replicate,treated,dangling_references..run.,ID,Incubation_time,molecule_subtype,geographic_location_.country_and.or_sea.,host_health_state,host_scientific_name
2907,SRR8782923,RNA-Seq,SAMN11250573,PRINCETON UNIVERSITY,public,SRX5572893,Illumina HiSeq 2500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-08-01T00:00:00Z,SC24_surf_1hr-surf_repA,SRP189374,PRJNA528963,"sra,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",74,451175860,64760989,,,UCBPP-PA14,HMJMYBCXY_TGACCA,Cell culture,USA,North America,"USA: Princeton\, NJ",7/21/2017,1 hr surface attached,"Microbe\, viral or environmental",Wild-type,,,,,Sara Chuang,,,,,,,biological replicate A,,,,,,,,,BioProject386,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1 hour,surface,,,NA,,,,NA,NA,,,,,,,,,NA
2908,SRR10123805,RNA-Seq,SAMN12766441,GEO,public,SRX6853213,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-12-22T00:00:00Z,GSM4080080,SRP221731,PRJNA565718,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",50,657386550,251466005,LB liquid culture at OD=1,GSM4080080,PAO1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2909,SRR10123806,RNA-Seq,SAMN12766440,GEO,public,SRX6853214,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-12-22T00:00:00Z,GSM4080081,SRP221731,PRJNA565718,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",50,862583550,328413171,LB liquid culture at OD=1,GSM4080081,PAO1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2910,SRR9034741,RNA-Seq,SAMN09747824,CHENGDU UNIVERSITY,public,SRX5811928,Illumina HiSeq 2500,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-05-09T00:00:00Z,PA2,SRP155905,PRJNA483810,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",300,1535439600,479189086,,,PA2,FKRN190015660,,China,Asia,China:Sichuan,28-Nov-17,not collected,Pathogen.cl,human,,Homo sapiens,,,Affiliated hospital of southwest medical university,not collected,COPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2911,SRR10231253,RNA-Seq,SAMN12912360,BROAD INSTITUTE OF MIT AND HARVARD,public,SRX6950629,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-10-04T00:00:00Z,Pa_R_cip_030m_rep1,SRP183116,PRJNA518730,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",136,2280277184,1306356556,,,RB016,Pa_R_cip_030m_rep1,,USA,North America,USA: Boston,2012,missing,Pathogen.cl,,,Homo sapiens,,,Brigham and Women's Hospital,42.3362036 N 71.1089295 W,missing,,,,,,,,,,,,,,BioProject386,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,cip,,rep1,,,,,,,,,030m,,R,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2912,SRR9677333,RNA-Seq,SAMN12264345,GEO,public,SRX6437776,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-01-21T00:00:00Z,GSM3939947,SRP214490,PRJNA554358,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",51,328576017,224590907,F2059_BF48,GSM3939947,,,,,,,,,,clinical,wound infection,,biofilm,,,,,,,,,,,,,,,,,,,,,University Hospital Frankfurt,,,,48h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2913,SRR9677339,RNA-Seq,SAMN12264305,GEO,public,SRX6437782,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-01-21T00:00:00Z,GSM3939953,SRP214490,PRJNA554358,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",51,284101824,195287113,F2856_BF48,GSM3939953,,,,,,,,,,clinical,nd/other,,biofilm,,,,,,,,,,,,,,,,,,,,,University Hospital Frankfurt,,,,48h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2914,SRR9677416,RNA-Seq,SAMN12264250,GEO,public,SRX6437667,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-01-21T00:00:00Z,GSM3940030,SRP214490,PRJNA554358,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",51,351019332,254736901,F2081_PL,GSM3940030,,,,,,,,,,clinical,rectal infection,,planktonic,,,,,,,,,,,,,,,,,,,,,University Hospital Frankfurt,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2915,SRR4237902,RNA-Seq,SAMN05727872,THE FORSYTH INSTITUTE,public,SRX2159160,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2016-09-17T00:00:00Z,PAO1Planktonic,SRP089686,PRJNA341717,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",200,2734818800,1861310568,,,PAO1,PAO1Planktonic2,,uncalculated,uncalculated,NA,NA,Lab culture,Pathogen.cl,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2916,SRR9587073,RNA-Seq,SAMN12109785,USTC,public,SRX6352903,Illumina HiSeq 2000,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-06-24T00:00:00Z,starvation3,SRP211777,PRJNA550173,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",300,7469396100,2651930689,,,PAO1,starvation3,,China,Asia,China: Hefei,2018-09,infected wound,Pathogen.cl,,,Homo sapiens,,,Lei Ni,31.83 N 117.25 E,wound infection,,,starvation3,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2917,SRR8782493,RNA-Seq,SAMN11250052,GEO,public,SRX5572471,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-07-16T00:00:00Z,GSM3685830,SRP189356,PRJNA528935,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",300,2190640200,686329985,PAO1r,GSM3685830,PAO1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,after phiYY phage infection of 6min,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2918,SRR8782921,RNA-Seq,SAMN11250578,PRINCETON UNIVERSITY,public,SRX5572895,Illumina HiSeq 2500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-08-01T00:00:00Z,SC24_surf_2hr-plank_repF,SRP189374,PRJNA528963,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",74,358391228,53289584,,,UCBPP-PA14,HMJMYBCXY_CTTGTA,Cell culture,USA,North America,"USA: Princeton\, NJ",7/21/2017,2 hr planktonic,"Microbe\, viral or environmental",Wild-type,,,,,Sara Chuang,,,,,,,biological replicate F,,,,,,,,,BioProject386,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2 hour,planktonic,,,NA,,,,NA,NA,,,,,,,,,NA
2919,SRR2079931,RNA-Seq,SAMN03787354,TEXAS TECH UNIVERSITY,public,SRX1074702,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2016-06-11T00:00:00Z,Healthy Control 2,SRP059932,PRJNA287707,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",292,697042751,441295457,,,PA14,Control-2,Whole Blood,USA,North America,"USA:Texas\, Lubbock",2012,Texas Tech University Health Sciences Center,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2920,SRR1521345,RNA-Seq,SAMN02927282,RUTGERS UNIVERSITY,public,SRX657978,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-11T00:00:00Z,SD218,SRP044667,PRJNA255655,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",51,1694314554,1166977734,,,JS3F,,missing,USA,North America,USA,2014,Nickels Lab,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2921,SRR12820676,RNA-Seq,SAMN16392824,UNIVERSITY OF WASHINGTON,public,SRX9288329,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-13T00:00:00Z,Pseudomonas aeruginosa PAO1-UW,SRP287307,PRJNA667949,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",302,20183653882,7984877989,,,PAO1,PAO1_parent,monoisolate,USA,North America,"USA: Seattle\, WA",2017,not applicable,"Microbe\, viral or environmental",,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,"Ajai A. Dandekar K359A HSB\, Box 356522 University of Washington 1959 NE Pacific St. Seattle\, WA 98195-6522",,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2922,SRR5016665,RNA-Seq,SAMN04040767,USDA/ARS/EASTERN REGIONAL RESEARCH CENTER,public,SRX2345228,Illumina HiSeq 2500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2016-12-10T00:00:00Z,P01-4,SRP063289,PRJNA294158,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",51,1352678661,576445754,,,,T5_27x_17,,USA,North America,USA: Boston,1-Jan-14,sputum,Pathogen.cl,P01-4,,Homo sapiens,,,Brigham and Women's hospital,42.3261 N 71.1493 W,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2923,SRR10008982,RNA-Seq,SAMN12613382,GEO,public,SRX6747256,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-10-21T00:00:00Z,GSM4041102,SRP218964,PRJNA561292,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",40,584789080,344666914,Planktonic bacterial cultures,GSM4041102,PAO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,ABTGC defined medium,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,treat_as_unmapped,,,,,,,NA
2924,SRR10008985,RNA-Seq,SAMN12613379,GEO,public,SRX6747259,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-10-21T00:00:00Z,GSM4041105,SRP218964,PRJNA561292,"bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",40,658393000,388156680,Planktonic bacterial cultures,GSM4041105,PAO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,ABTGC defined medium,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,treat_as_unmapped,,,,,,,NA
2925,SRR10008992,RNA-Seq,SAMN12613387,GEO,public,SRX6747266,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-10-21T00:00:00Z,GSM4041112,SRP218964,PRJNA561292,"bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",40,650838040,383748664,Planktonic bacterial cultures,GSM4041112,PAO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,ABTGC defined medium,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,treat_as_unmapped,,,,,,,NA
2926,SRR9677311,RNA-Seq,SAMN12264322,GEO,public,SRX6437730,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-01-21T00:00:00Z,GSM3939925,SRP214490,PRJNA554358,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",51,510669018,370504888,ESP046_BF48,GSM3939925,,,,,,,,,,clinical,nd/other,,biofilm,,,,,,,,,,,,,,,,,,,,,"University Hospital Palma de Mallorca\, Spain",,,,48h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2927,SRR9677356,RNA-Seq,SAMN12264337,GEO,public,SRX6437703,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-01-21T00:00:00Z,GSM3939970,SRP214490,PRJNA554358,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",51,427513314,309311514,MHH17767_BF48,GSM3939970,,,,,,,,,,clinical,respiratory tract,,biofilm,,,,,,,,,,,,,,,,,,,,,Hannover Medical School,,,,48h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2928,SRR9677461,RNA-Seq,SAMN12264206,GEO,public,SRX6437641,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-01-21T00:00:00Z,GSM3940075,SRP214490,PRJNA554358,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",194,630916518,182760601,MHH17767_BF36_dyn,GSM3940075,,,,,,,,,,clinical,respiratory tract,,biofilm,,,,,,,,,,,,,,,,,,,,,Hannover Medical School,,,,36h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2929,SRR9677467,RNA-Seq,SAMN12264200,GEO,public,SRX6437647,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-01-21T00:00:00Z,GSM3940081,SRP214490,PRJNA554358,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",194,767699322,221880603,ZG8038581181_BF12_dyn,GSM3940081,,,,,,,,,,clinical,respiratory tract,,biofilm,,,,,,,,,,,,,,,,,,,,,Chemnitz,,,,12h,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2930,SRR10326185,RNA-Seq,SAMN13087417,GEO,public,SRX7036369,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2019-10-29T00:00:00Z,GSM4134914,SRP226640,PRJNA578924,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",100,2881382800,974279946,in vitro grown bacterial cells,GSM4134914,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,untreated,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2931,SRR12820669,RNA-Seq,SAMN16400700,UNIVERSITY OF WASHINGTON,public,SRX9288336,Illumina HiSeq 2500,PAIRED,RANDOM,METATRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-13T00:00:00Z,Pseudomonas aeruginosa PAO1 PM-CA evolved Population E Day 5,SRP287307,PRJNA667949,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",300,5582473500,2377786368,,,PAO1,PM-CA_EvoPop_D_E160_AiiA,mixed population,USA,North America,"USA: Seattle\, WA",2017,Casein-adenosine LTEE Day 5,"Microbe\, viral or environmental",Casein-adenosine evolved Population E D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,"Ajai A. Dandekar K359A HSB\, Box 356522 University of Washington 1959 NE Pacific St. Seattle\, WA 98195-6522",,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2932,SRR9085448,RNA-Seq,SAMN11676554,GEO,public,SRX5860645,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-07-17T00:00:00Z,GSM3780100,SRP188684,PRJNA527727,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",300,948692400,350314464,vqsM,GSM3780100,,,,,,,,,,,,,,,,,,,,,vqsM mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2933,SRR10123802,RNA-Seq,SAMN12766450,GEO,public,SRX6853210,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-12-22T00:00:00Z,GSM4080077,SRP221731,PRJNA565718,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",50,791780100,308030854,LB liquid culture at OD=1,GSM4080077,IHMA879472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2934,SRR8742232,RNA-Seq,SAMN11158569,GEO,public,SRX5534359,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-07-17T00:00:00Z,GSM3674410,SRP188684,PRJNA527727,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",300,3841850700,1458260303,paired-end RNA-seq_P. aeruginosa PAO1 gbdR mutant,GSM3674410,,,mid-log phase liquid culture in LB (Luria-Bertani) medium,,,,,,,,,,,,,,,,,,gbdR mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2935,SRR8742253,RNA-Seq,SAMN11158604,GEO,public,SRX5534380,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-07-17T00:00:00Z,GSM3674431,SRP188684,PRJNA527727,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",300,3931475100,1621555018,paired-end RNA-seq_P. aeruginosa PAO1 wild type,GSM3674431,,,mid-log phase liquid culture in LB (Luria-Bertani) medium,,,,,,,,,,,,,,,,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2936,SRR5016658,RNA-Seq,SAMN04040769,USDA/ARS/EASTERN REGIONAL RESEARCH CENTER,public,SRX2345221,Illumina HiSeq 2500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2016-12-10T00:00:00Z,P01-6,SRP063289,PRJNA294158,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",51,1296405924,552816264,,,,T5_0x_24,,USA,North America,USA: Boston,1-Jan-14,sputum,Pathogen.cl,P01-6,,Homo sapiens,,,Brigham and Women's hospital,42.3261 N 71.1493 W,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2937,SRR8832543,RNA-Seq,SAMN11307420,PRINCETON UNIVERSITY,public,SRX5620829,Illumina HiSeq 2500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-05-13T00:00:00Z,Rheo-No Flow 0 hours A,SRP190023,PRJNA530209,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",66,725395315,360177829,,,UCBPP-PA14,Rheo_3,Cell culture,USA,North America,"USA: Princeton\, NJ",2017-01,No Flow 0 hours,"Microbe\, viral or environmental",Wild-type,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
2938,SRR8842506,RNA-Seq,SAMN11332883,GEO,public,SRX5630350,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-01-01T00:00:00Z,GSM3703944,SRP190446,PRJNA530741,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",151,217568803,132348854,liquid culture in LB (Luria-Bertani) medium,GSM3703944,,,,,,,,,,,,,,,,,,,,Wild-type,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
