experiment	sample_name	ml_data_source	description	nucleic_acid	medium	genotype	od	growth_setting_1	growth_setting_2	strain	temperature	treatment	additional_notes	variant_phenotype	abx_marker	biotic_int_lv_2	biotic_int_lv_1
E-GEOD-8408	GSE8408GSM208609	GSM208609.CEL	"Pseudomonas aeruginosa E601 clinical isolate 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. The cells were then grown for at least 12 generations with 25 ug/ml human colon cell line mucin LS174T as sulfur source.These cells were then used to inoculate the starter culture needed for RNA preparation, grown with 25 ug/ml LS174T mucin as S source). For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 1"	RNA	succinate-based minimal medium	Clinical isolate	0.2	Planktonic	Shaking	Cystic fibrosis C.I. E601	37	25 ug/ml human colon cell line mucin LS174T	5 ml culture grown in 50 ml flasks shaking at 220rpm	Mucin sulfatase activity 			
E-GEOD-8408	GSE8408GSM208610	GSM208610.CEL	"Pseudomonas aeruginosa E601 clinical isolate 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. The cells were then grown for at least 12 generations with 25 ug/ml human colon cell line mucin LS174T as sulfur source.These cells were then used to inoculate the starter culture needed for RNA preparation, grown with 25 ug/ml LS174T mucin as S source). For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 2"	RNA	succinate-based minimal medium	Clinical isolate	0.2	Planktonic	Shaking	Cystic fibrosis C.I. E601	37	25 ug/ml human colon cell line mucin LS174T	5 ml culture grown in 50 ml flasks shaking at 220rpm	Mucin sulfatase activity 			
E-GEOD-8408	GSE8408GSM208611	GSM208611.CEL	"Pseudomonas aeruginosa E601 clinical isolate 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. The cells were then grown for at least 12 generations with 25 ug/ml human colon cell line mucin LS174T as sulfur source.These cells were then used to inoculate the starter culture needed for RNA preparation, grown with 25 ug/ml LS174T mucin as S source). For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 3"	RNA	succinate-based minimal medium	Clinical isolate	0.2	Planktonic	Shaking	Cystic fibrosis C.I. E601	37	25 ug/ml human colon cell line mucin LS174T	5 ml culture grown in 50 ml flasks shaking at 220rpm	Mucin sulfatase activity 			
E-GEOD-8408	GSE8408GSM208612	GSM208612.CEL	"Pseudomonas aeruginosa E601 clinical isolate 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. The cells were then grown for at least 12 generations with a combination of 500 uM cyclamate (sodium cyclohexylsulfamate) and 25 ug/ml human colon cell line mucin LS174T as sulfur source.These cells were then used to inoculate the starter culture needed for RNA preparation, grown with the same mixture of cyclamate and mucin as S source). For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 1"	RNA	succinate-based minimal medium	Clinical isolate	0.2	Planktonic	Shaking	Cystic fibrosis C.I. E601	37	500 uM cyclamate (sodium cyclohexylsulfamate) and 25 ug/ml human colon cell line mucin LS174T	5 ml culture grown in 50 ml flasks shaking at 220rpm	Mucin sulfatase activity 			
E-GEOD-8408	GSE8408GSM208613	GSM208613.CEL	"Pseudomonas aeruginosa E601 clinical isolate 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. The cells were then grown for at least 12 generations with a combination of 500 uM cyclamate (sodium cyclohexylsulfamate) and 25 ug/ml human colon cell line mucin LS174T as sulfur source.These cells were then used to inoculate the starter culture needed for RNA preparation, grown with the same mixture of cyclamate and mucin as S source). For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 2"	RNA	succinate-based minimal medium	Clinical isolate	0.2	Planktonic	Shaking	Cystic fibrosis C.I. E601	37	500 uM cyclamate (sodium cyclohexylsulfamate) and 25 ug/ml human colon cell line mucin LS174T	5 ml culture grown in 50 ml flasks shaking at 220rpm	Mucin sulfatase activity 			
E-GEOD-8408	GSE8408GSM208614	GSM208614.CEL	"Pseudomonas aeruginosa E601 clinical isolate 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. The cells were then grown for at least 12 generations with a combination of 500 uM cyclamate (sodium cyclohexylsulfamate) and 25 ug/ml human colon cell line mucin LS174T as sulfur source.These cells were then used to inoculate the starter culture needed for RNA preparation, grown with the same mixture of cyclamate and mucin as S source). For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 3"	RNA	succinate-based minimal medium	Clinical isolate	0.2	Planktonic	Shaking	Cystic fibrosis C.I. E601	37	500 uM cyclamate (sodium cyclohexylsulfamate) +25 ug/ml human colon cell line mucin LS174T	5 ml culture grown in 50 ml flasks shaking at 220rpm	Mucin sulfatase activity 			
E-GEOD-8408	GSE8408GSM208615	GSM208615.CEL	"Pseudomonas aeruginosa PAO1 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations,  For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2,  replicate 1"	RNA	succinate-based minimal medium	WT	0.2	Planktonic	Shaking	PAO1	37	500 uM Sulfate 	5 ml culture grown in 50 ml flasks shaking at 220rpm				
E-GEOD-8408	GSE8408GSM208616	GSM208616.CEL	"Pseudomonas aeruginosa PAO1 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations,  For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2,  replicate 2"	RNA	succinate-based minimal medium	WT	0.2	Planktonic	Shaking	PAO1	37	500 uM Sulfate 	5 ml culture grown in 50 ml flasks shaking at 220rpm				
E-GEOD-8408	GSE8408GSM208617	GSM208617.CEL	"Pseudomonas aeruginosa PAO1 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations,  For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2,  replicate 3"	RNA	succinate-based minimal medium	WT	0.2	Planktonic	Shaking	PAO1	37	500 uM Sulfate 	5 ml culture grown in 50 ml flasks shaking at 220rpm				
E-GEOD-8408	GSE8408GSM208618	GSM208618.CEL	"Pseudomonas aeruginosa PAO1 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. They were then grown for at least 12 generations with 500 uM cyclamate (sodium cyclohexylsulfamate) as S source. These cells were then used to inoculate the starter culture needed for RNA preparation, grown with 500 uM cyclamate as S source. For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 1"	RNA	succinate-based minimal medium	WT	0.2	Planktonic	Shaking	PAO1	37	500 uM cyclamate (sodium cyclohexylsulfamate)	5 ml culture grown in 50 ml flasks shaking at 220rpm				
E-GEOD-8408	GSE8408GSM208619	GSM208619.CEL	"Pseudomonas aeruginosa PAO1 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. They were then grown for at least 12 generations with 500 uM cyclamate (sodium cyclohexylsulfamate) as S source. These cells were then used to inoculate the starter culture needed for RNA preparation, grown with 500 uM cyclamate as S source. For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 2"	RNA	succinate-based minimal medium	WT	0.2	Planktonic	Shaking	PAO1	37	500 uM cyclamate (sodium cyclohexylsulfamate)	5 ml culture grown in 50 ml flasks shaking at 220rpm				
E-GEOD-8408	GSE8408GSM208620	GSM208620.CEL	"Pseudomonas aeruginosa PAO1 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. They wer then grown for at least 12 generations with 500 uM sulfate and 500 uM cyclamate (sodium cyclohexylsulfamate) as S source. These cells were then used to inoculate the starter culture needed for RNA preparation, grown with 500 uM cyclamate/500 uM sulfate as S source. For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 1"	RNA	succinate-based minimal medium	WT	0.2	Planktonic	Shaking	PAO1	37	500 uM Sulfate + 500 uM cyclamate (sodium cyclohexylsulfamate)	5 ml culture grown in 50 ml flasks shaking at 220rpm				
E-GEOD-8408	GSE8408GSM208621	GSM208621.CEL	"Pseudomonas aeruginosa PAO1 5 ml cultures of cells were grown aerobically in succinate-based minimal medium in 50 ml flasks shaken with 220 rpm at 37 C. Cells were grown with 500 uM Sulfate in repeated batch cultures for at least 20 generations. They wer then grown for at least 12 generations with 500 uM sulfate and 500 uM cyclamate (sodium cyclohexylsulfamate) as S source. These cells were then used to inoculate the starter culture needed for RNA preparation, grown with 500 uM cyclamate/500 uM sulfate as S source. For the preparation of RNA a 5 ml culture was started with 100 ul of a freshly grown culture. and grown to an OD600 of 0.2, replicate 2"	RNA	succinate-based minimal medium	WT	0.2	Planktonic	Shaking	PAO1	37	500 uM Sulfate + 500 uM cyclamate (sodium cyclohexylsulfamate)	5 ml culture grown in 50 ml flasks shaking at 220rpm				
E-GEOD-7704	GSE7704GSM187265	GSM187265.CEL	PAO1 WT; citrate; replicate 1	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	20 mM citrate	OD540; 225 rpm				
E-GEOD-7704	GSE7704GSM187266	GSM187266.CEL	PAO1 WT; citrate; replicate 2	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	20 mM citrate	OD540; 225 rpm				
E-GEOD-7704	GSE7704GSM187267	GSM187267.CEL	PAO1 WT; citrate; replicate 3	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	20 mM citrate	OD540; 225 rpm				
E-GEOD-7704	GSE7704GSM187270	GSM187270.CEL	CF sputum pooled isolate; citrate; replicate 1	RNA	M9 minimal medium + 0.2% Brij 58	Clinical	0.6	Planktonic	Aerated	CF sputum pool isolate	37	20 mM citrate	OD540; 225 rpm; in vitro				
E-GEOD-7704	GSE7704GSM187281	GSM187281.CEL	CF sputum pooled isolate; citrate; replicate 2	RNA	M9 minimal medium + 0.2% Brij 58	Clinical	0.6	Planktonic	Aerated	CF sputum pool isolate	37	20 mM citrate	OD540; 225 rpm; in vitro				
E-GEOD-7704	GSE7704GSM187282	GSM187282.CEL	CF sputum pooled isolate; citrate; replicate 3	RNA	M9 minimal medium + 0.2% Brij 58	Clinical	0.6	Planktonic	Aerated	CF sputum pool isolate	37	20 mM citrate	OD540; 225 rpm; in vitro				
E-GEOD-7704	GSE7704GSM187283	GSM187283.CEL	CF sputum isolate; control; replicate 1	RNA	CF sputum	Clinical				CF sputum isolate	37		Direct RNA extraction from CF sputum; in vivo			Lung	Human
E-GEOD-7704	GSE7704GSM187284	GSM187284.CEL	CF sputum isolate; control; replicate 2	RNA	CF sputum	Clinical				CF sputum isolate	37		Direct RNA extraction from CF sputum; in vivo			Lung	Human
E-GEOD-7704	GSE7704GSM198186	GSM198186.CEL	PAO1 WT; palmitic acid; replicate 1	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	0.4% palmitic acid	OD540; 225 rpm				
E-GEOD-7704	GSE7704GSM198187	GSM198187.CEL	PAO1 WT; palmitic acid; replicate 2	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	0.4% palmitic acid	OD540; 225 rpm				
E-GEOD-7704	GSE7704GSM198188	GSM198188.CEL	PAO1 WT; palmitic acid; replicate 3	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	0.4% palmitic acid	OD540; 225 rpm				
E-GEOD-7704	GSE7704GSM198189	GSM198189.CEL	PAO1 WT; phosphatidylcholine; replicate 1	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	0.4% phosphatidylcholine	OD540; 225 rpm				
E-GEOD-7704	GSE7704GSM198190	GSM198190.CEL	PAO1 WT; phosphatidylcholine; replicate 2	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	0.4% phosphatidylcholine	OD540; 225 rpm				
E-GEOD-7704	GSE7704GSM198191	GSM198191.CEL	PAO1 WT; phosphatidylcholine; replicate 3	RNA	M9 minimal medium + 0.2% Brij 58	WT	0.6	Planktonic	Aerated	PAO1	37	0.4% phosphatidylcholine	OD540; 225 rpm				
E-GEOD-7402	GSE7402GSM178564		PAO1 WT grown planktonically in LB with 4.4 mM sodium hypochlorite at 37C with shaking; replicate 1	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37	4.4 mM sodium hypochlorite					
E-GEOD-7402	GSE7402GSM178565		PAO1 WT grown planktonically in LB with 4.4 mM sodium hypochlorite at 37C with shaking; replicate 2	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37	4.4 mM sodium hypochlorite					
E-GEOD-7402	GSE7402GSM178566		PAO1 WT grown planktonically in LB with 4.4 mM sodium hypochlorite at 37C with shaking; replicate 3	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37	4.4 mM sodium hypochlorite					
E-GEOD-7402	GSE7402GSM178567		PAO1 WT grown planktonically in LB with 4.4 mM sodium hypochlorite at 37C with shaking; replicate 4	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37	4.4 mM sodium hypochlorite					
E-GEOD-7402	GSE7402GSM178568		PAO1 WT grown planktonically in LB with 4.4 mM sodium hypochlorite at 37C with shaking; replicate 5	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37	4.4 mM sodium hypochlorite	20 m exposure				
E-GEOD-7402	GSE7402GSM68692		PAO1 WT grown planktonically in LB at 37C with shaking; replicate 1	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37		20 m exposure				
E-GEOD-7402	GSE7402GSM68693		PAO1 WT grown planktonically in LB at 37C with shaking; replicate 2	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37		20 m exposure				
E-GEOD-7402	GSE7402GSM68694		PAO1 WT grown planktonically in LB at 37C with shaking; replicate 3	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37		20 m exposure				
E-GEOD-7402	GSE7402GSM68695		PAO1 WT grown planktonically in LB at 37C with shaking; replicate 4	RNA	LB	WT	0.8	Planktonic	Aerated	PAO1	37		20 m exposure				
E-GEOD-7266	GSE7266GSM175247	GSM175247.CEL	"Pseudomonas aeruginosa PAO1 suspended cells were collected from a reverse osmosis unit after 20 hours of growth and biofouling of the membrane. A defined media was used, resembeling secondary wastewaters."	RNA	"Synthetic wastewater (1.16 mm sodium citrate, 0.94 mm NH4Cl, 0.45 mm KH2PO4, 0.5 mm CaCl2·2H2O, 0.5 mm NaHCO3, 2.0 mm NaCl and 0.6 mm MgSO4·7H2O. In addition, 1 ml of LB broth was added per 1 L of solution)"	WT		Planktonic	Flow cell 	PAO1	25		Planktonic cells not attached to reverse osmosis membrane. RNA collected at 20 h				
E-GEOD-7266	GSE7266GSM175248	GSM175248.CEL	"Pseudomonas aeruginosa PAO1 were collected from a reverse osmosis membrane after 20 hours of growth and biofouling of the membrane. A defined media was used, resembeling secondary wastewaters."	RNA	"Synthetic wastewater (1.16 mm sodium citrate, 0.94 mm NH4Cl, 0.45 mm KH2PO4, 0.5 mm CaCl2·2H2O, 0.5 mm NaHCO3, 2.0 mm NaCl and 0.6 mm MgSO4·7H2O. In addition, 1 ml of LB broth was added per 1 L of solution)"	WT		Biofilm	Flow cell 	PAO1	25		Biofilms grown on reverse osmosis membrane. RNA collected at 20 h. 				
E-GEOD-6741	GSE6741GSM155231	GSM155231.CEL	PAO1 WT. Planktonic. Anaerobic plus 100 mM nitrate. Rep1	RNA	CF synthetic sputum 	WT	0.8	Planktonic 	Anaerobic 	PAO1	37	0% oxygen + 100mM nitrate	Grown in a stirred sealed flask connected to a gas mixer. Anaerobic plus nitrate. 				
E-GEOD-6741	GSE6741GSM155239	GSM155239.CEL	PAO1 WT. Planktonic. Anaerobic plus 100 mM nitrate. Rep2	RNA	CF synthetic sputum 	WT	0.8	Planktonic 	Anaerobic 	PAO1	37	0% oxygen + 100mM nitrate	Grown in a stirred sealed flask connected to a gas mixer. Anaerobic plus nitrate. 				
E-GEOD-6741	GSE6741GSM155240	GSM155240.CEL	PAO1 WT. Planktonic. 0.4% oxygen. Rep1	RNA	CF synthetic sputum 	WT	0.8	Planktonic 	Aerated 	PAO1	37	0.4% oxygen	Grown in a stirred sealed flask connected to a gas mixer. 0.4% oxygen. 				
E-GEOD-6741	GSE6741GSM155241	GSM155241.CEL	PAO1 WT. Planktonic. 0.4% oxygen. Rep2	RNA	CF synthetic sputum 	WT	0.8	Planktonic 	Aerated 	PAO1	37	0.4% oxygen	Grown in a stirred sealed flask connected to a gas mixer. 0.4% oxygen. 				
E-GEOD-6741	GSE6741GSM155242	GSM155242.CEL	PAO1 WT. Planktonic. 2% oxygen. Rep1	RNA	CF synthetic sputum 	WT	0.8	Planktonic 	Aerated 	PAO1	37	2% oxygen	Grown in a stirred sealed flask connected to a gas mixer. 2% oxygen. 				
E-GEOD-6741	GSE6741GSM155243	GSM155243.CEL	PAO1 WT. Planktonic. 2% oxygen. Rep2	RNA	CF synthetic sputum 	WT	0.8	Planktonic 	Aerated 	PAO1	37	2% oxygen	Grown in a stirred sealed flask connected to a gas mixer. 2% oxygen. 				
E-GEOD-6741	GSE6741GSM155244	GSM155244.CEL	PAO1 WT. Planktonic. 20% oxygen. Rep1	RNA	CF synthetic sputum 	WT	0.8	Planktonic 	Aerated 	PAO1	37	20% oxygen	Grown in a stirred sealed flask connected to a gas mixer. 20% oxygen. 				
E-GEOD-6741	GSE6741GSM155245	GSM155245.CEL	PAO1 WT. Planktonic. 20% oxygen. Rep2	RNA	CF synthetic sputum 	WT	0.8	Planktonic 	Aerated 	PAO1	37	20% oxygen	Grown in a stirred sealed flask connected to a gas mixer. 20% oxygen. 				
E-GEOD-5604	GSE5604GSM130787		"P. aeruginosa PA01 rpoS mutant, grown in chemostat without Pentachlorophenol (PCP) (0 hours), replicate 1"	RNA	Minimal medium with acetate as carbon source	rpoS-	12 h doubling time	Planktonic	chemostat	PAO1	20						
E-GEOD-5604	GSE5604GSM130788		"P. aeruginosa PA01 rpoS mutant, grown in chemostat in the presence of Pentachlorophenol (PCP) for 6.5 h, replicate 1"	RNA	Minimal medium with acetate as carbon source	rpoS-	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	6.5 h exposure				
E-GEOD-5604	GSE5604GSM130789		"P. aeruginosa PA01 rpoS mutant, grown in chemostat in the presence of Pentachlorophenol (PCP) for 13 h, replicate 1"	RNA	Minimal medium with acetate as carbon source	rpoS-	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	13 h exposure				
E-GEOD-5604	GSE5604GSM130790		"P. aeruginosa PA01 rpoS mutant, grown in chemostat in the presence of Pentachlorophenol (PCP) for 26 h, replicate 1"	RNA	Minimal medium with acetate as carbon source	rpoS-	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	25 h exposure				
E-GEOD-5604	GSE5604GSM130791		"P. aeruginosa PA01 WT, grown in chemostat without Pentachlorophenol (PCP) (0 hours), replicate 1"	RNA	Minimal medium with acetate as carbon source	WT	12 h doubling time	Planktonic	chemostat	PAO1	20		12 h doubling time				
E-GEOD-5604	GSE5604GSM130792		"P. aeruginosa PA01 WT, grown in chemostat in the presence of Pentachlorophenol (PCP) for 6.5 h, replicate 1"	RNA	Minimal medium with acetate as carbon source	WT	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	6.5 h exposure				
E-GEOD-5604	GSE5604GSM130793		"P. aeruginosa PA01 WT, grown in chemostat in the presence of Pentachlorophenol (PCP) for 13 h, replicate 1"	RNA	Minimal medium with acetate as carbon source	WT	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	13 h exposure				
E-GEOD-5604	GSE5604GSM130794		"P. aeruginosa PA01 WT, grown in chemostat in the presence of Pentachlorophenol (PCP) for 26 h, replicate 1"	RNA	Minimal medium with acetate as carbon source	WT	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	25 h exposure				
E-GEOD-5604	GSE5604GSM130795		"P. aeruginosa PA01 WT, grown in chemostat without Pentachlorophenol (PCP) (0 hours), replicate 2"	RNA	Minimal medium with acetate as carbon source	WT	12 h doubling time	Planktonic	chemostat	PAO1	20		12 h doubling time				
E-GEOD-5604	GSE5604GSM130796		"P. aeruginosa PA01 WT, grown in chemostat in the presence of Pentachlorophenol (PCP) for 6.5 h, replicate 2"	RNA	Minimal medium with acetate as carbon source	WT	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	6.5 h exposure				
E-GEOD-5604	GSE5604GSM130797		"P. aeruginosa PA01 WT, grown in chemostat in the presence of Pentachlorophenol (PCP) for 13 h, replicate 2"	RNA	Minimal medium with acetate as carbon source	WT	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	13 h exposure				
E-GEOD-5604	GSE5604GSM130798		"P. aeruginosa PA01 WT, grown in chemostat in the presence of Pentachlorophenol (PCP) for 26 h, replicate 2"	RNA	Minimal medium with acetate as carbon source	WT	12 h doubling time	Planktonic	chemostat	PAO1	20	25 mg/L pentachlorophenol	25 h exposure				
E-GEOD-4026	GSE4026GSM92164	GSM92164.CEL	YL113 (PAO1)	RNA	LB + 50 mM MOPS	qscR OE	3.5	Planktonic	Aerated	YL113 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92165	GSM92165.CEL	YL113 (PAO1)	RNA	LB + 50 mM MOPS	qscR OE	2	Planktonic	Aerated	YL113 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92166	GSM92166.CEL	YL113 (PAO1)	RNA	LB + 50 mM MOPS	qscR OE	1.4	Planktonic	Aerated	YL113 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92167	GSM92167.CEL	YL113 (PAO1)	RNA	LB + 50 mM MOPS	qscR OE	0.8	Planktonic	Aerated	YL113 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92168	GSM92168.CEL	YL113 (PAO1)	RNA	LB + 50 mM MOPS	qscR OE	0.5	Planktonic	Aerated	YL113 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92169	GSM92169.CEL	YL117 (PAO1)	RNA	LB + 50 mM MOPS	ΔqscR 3'	3.5	Planktonic	Aerated	YL117 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92170	GSM92170.CEL	YL117 (PAO1)	RNA	LB + 50 mM MOPS	ΔqscR 3'	2	Planktonic	Aerated	YL117 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92171	GSM92171.CEL	YL117 (PAO1)	RNA	LB + 50 mM MOPS	ΔqscR 3'	1.4	Planktonic	Aerated	YL117 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92172	GSM92172.CEL	YL117 (PAO1)	RNA	LB + 50 mM MOPS	ΔqscR 3'	0.8	Planktonic	Aerated	YL117 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92173	GSM92173.CEL	YL117 (PAO1)	RNA	LB + 50 mM MOPS	ΔqscR 3'	0.5	Planktonic	Aerated	YL117 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92174	GSM92174.CEL	PAO1 WT; OD600= 3.5; replicate 1	RNA	LB + 50 mM MOPS	WT	3.5	Planktonic	Aerated	PAO1	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92175	GSM92175.CEL	PAO1 WT; OD600= 3.5; replicate 2	RNA	LB + 50 mM MOPS	WT	3.5	Planktonic	Aerated	PAO1	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92176	GSM92176.CEL	PAO-R3; OD600= 3.5; replicate 1	RNA	LB + 50 mM MOPS	ΔqscR	3.5	Planktonic	Aerated	PAO-R3 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92177	GSM92177.CEL	PAO-R3; OD600= 3.5; replicate 2	RNA	LB + 50 mM MOPS	ΔqscR	3.5	Planktonic	Aerated	PAO-R3 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92178	GSM92178.CEL	PAO1 WT; OD600= 2.0; replicate 1	RNA	LB + 50 mM MOPS	WT	2	Planktonic	Aerated	PAO1	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92179	GSM92179.CEL	PAO1 WT; OD600= 2.0; replicate 2	RNA	LB + 50 mM MOPS	WT	2	Planktonic	Aerated	PAO1	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92180	GSM92180.CEL	PAO-R3; OD600= 2.0; replicate 1	RNA	LB + 50 mM MOPS	ΔqscR	2	Planktonic	Aerated	PAO-R3 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92181	GSM92181.CEL	PAO-R3; OD600= 2.0; replicate 2	RNA	LB + 50 mM MOPS	ΔqscR	2	Planktonic	Aerated	PAO-R3 (PAO1)	37		pH 7; 0.2% L-arabinose; 250 rpm		GentR		
E-GEOD-4026	GSE4026GSM92182	GSM92182.CEL	PAO1 WT; OD600= 1.4; replicate 1	RNA	LB + 50 mM MOPS	WT	1.4	Planktonic	Aerated	PAO1	37		pH 7; 0.2% L-arabinose; 250 rpm				
E-GEOD-4026	GSE4026GSM92183	GSM92183.CEL	PAO1 WT; OD600= 1.4; replicate 2	RNA	LB + 50 mM MOPS	WT	1.4	Planktonic	Aerated	PAO1	37		pH 7; 0.2% L-arabinose; 250 rpm				
