Gemma ID,External ID,Study Description,Number of Samples,Study Category,Condition Description,Control Description,Number of DE genes,Funding Source,DE Prior AUROC (Fig 2),CXCL8 DE,Sex (Fig 3),Immunity (Fig 3),Funding Prior AUROC (Fig 4),"DE Prior AUROC (222 subset, Fig 4)",Cluster Prior AUROC (Fig 4),NIGMS sepsis or trauma (Fig 4),Max GO term (Fig 4),Max GO AUROC (Fig 4)
RSCID.455887.79293,GSE28422,Effects of resistance exercise and resistance training on the skeletal muscle transcriptome in young and old adults,110,sex,female,male,15,NA,0.9,no,no,no,NA,NA,0.937,no,GO:0016577,0.599
RSCID.436796.69555,GSE28548,The effect of sirtuin 6 overexpression on TNFa stimulation.,24,treatment,TNF [human] tumor necrosis factor,reference subject role,32,NA,0.934,yes,no,no,NA,NA,NA,no,GO:0002684,0.73
RSCID.459242.94925,GSE28619,"Transcriptome Analysis Identifies Fn14, a TNF Superfamily Receptor Member, as a Therapeutic Target in Alcoholic Hepatitis",22,disease,alcoholic hepatitis,reference subject role,227,NA,0.885,yes,no,no,NA,NA,0.875,no,GO:0040011,0.543
RSCID.436821.69257,GSE28726,"NKT, CD1d-aGC+ Va24-, and CD4 T cell clones from human peripheral blood",28,timepoint,18 days,3 days,3654,NIAID NIH HHS,0.607,yes,no,no,0.58,0.607,0.526,no,GO:0015630,0.512
RSCID.458148.83867,GSE28750,Development and Validation of a Novel Molecular Biomarker Diagnostic Test for the Early Detection of Sepsis,31,disease,Post-surgical,healthy; reference subject role,66,NA,0.879,no,no,no,NA,NA,0.869,no,GO:0006955,0.58
RSCID.439685.69402,GSE28796,Gene expression profiles of pretreatment biopsies from dose-dense-docetaxel-treated breast cancers,24,disease,pathological complete response: no,pathological complete response: yes,714,NCI NIH HHS,0.7,no,no,no,0.683,0.691,0.597,no,GO:0048878,0.517
RSCID.459400.67560,GSE28914,Human Skin Transcriptome during Epidermal Wound Healing,14,disease,3rd post-operative day sample,intact skin sample,740,NA,0.859,yes,no,no,NA,NA,0.695,no,GO:0006952,0.575
RSCID.439687.69400,GSE28996,Xenograft model systems of adenoid cystic carcinoma,22,cell type,adenoid cystic carcinoma; xenograft,adenoid cystic carcinoma,146,NA,0.904,no,no,no,NA,NA,0.505,no,GO:0050776,0.574
RSCID.459120.83532,GSE29008,Human colon epithelial treated with Clostridium difficile Toxins A and B,14,timepoint,6 hours,24 hours,5,NIAID NIH HHS,0.858,no,no,no,0.842,0.749,0.7,no,GO:0000982,0.693
RSCID.436809.69196,GSE29137,Numb variant specific transcriptome analysis,24,strain,MB231,MCF7,3525,NA,0.69,yes,no,no,NA,NA,0.741,no,GO:0051270,0.517
RSCID.460000.116799,GSE29265,Sporadic vs. Post-Chernobyl Papillary vs. Anaplastic Thyroid Cancers,40,disease staging,papillary thyroid carcinoma,reference subject role,149,NA,0.868,no,no,no,NA,NA,0.565,no,GO:0007155,0.543
RSCID.459125.83841,GSE29326,Gene expression profiling of pediatric myelodysplastic syndrome (MDS) characterizes disease subtype and time to progression into acute myeloid leukemia (AML),19,disease,excess of blast; Refractory anemia,refractory cytopenia,18,NA,0.938,no,no,no,NA,NA,NA,no,GO:0048646,0.606
RSCID.459575.70634,GSE29368,CD140a+ human glial progenitor cells,10,genotype,CD140a-,CD140a+,393,NINDS NIH HHS,0.824,yes,no,no,0.726,0.807,0.688,no,GO:0022008,0.542
RSCID.466707.123779,GSE29431,Identifying breast cancer biomarkers,66,organism part,breast,Breast Carcinoma,521,NA,0.854,no,no,no,NA,NA,0.898,no,GO:0009719,0.537
RSCID.439696.69267,GSE29450,Identification of Novel Therapeutic Targets in Microdissected Clear Cell Ovarian Cancers,20,disease,ovarian carcinoma; Clear cell,reference subject role,2062,NA,0.732,no,no,no,NA,NA,0.763,no,GO:0009888,0.521
RSCID.457440.68746,GSE29544,Expression profiling of human T-LL cell line CUTLL1,45,molecular entity,cycloheximide,reference substance role,15,NCI NIH HHS,0.91,no,no,no,0.86,0.887,0.633,no,GO:0000981,0.619
RSCID.436830.68628,GSE29605,Gene expression data from chronic lymphocytic leukemia samples,22,treatment,mutated IgVH,reference subject role,8,NA,0.926,no,no,no,NA,NA,0.497,no,GO:1901136,0.638
RSCID.459577.73143,GSE29614,Time Course of Young Adults Vaccinated with Influenza TIV Vaccine during 2007/08 Flu Season,18,timepoint,post-vaccination; 7 days,pre-vaccination; 0 days,6,NIAID NIH HHS,0.968,no,no,no,0.618,0.869,0.75,no,GO:0051249,0.893
RSCID.458120.84954,GSE29628,The time-course transcriptomic responses of THP-1 human macrophage-like cells  to W-Beijing Mycobacterium tuberculosis strains of different sublineages,14,timepoint,4 hours,reference subject role,30,NA,0.906,no,no,no,NA,NA,0.553,no,GO:0032101,0.623
RSCID.450988.83806,GSE29672,The transcription factors Snail and Slug activate the TGF-B signaling pathway in breast cancer,12,timepoint,Day 1,Day 0,415,NA,0.75,no,no,no,NA,NA,0.725,no,GO:0007049,0.634
RSCID.457490.73520,GSE29683,Coexpression of Normally Incompatible Developmental Pathways in Retinoblastoma Genesis [human tumor/cell line data],58,cell type,Primary Tumor,xenograft-passaged,260,NA,0.832,no,no,no,NA,NA,0.845,no,GO:0042981,0.539
RSCID.459579.73126,GSE29721,The landscape of promoter DNA hypomethylation in liver cancer (expression data),20,disease,hepatocellular carcinoma,reference subject role,237,NA,0.84,no,no,no,NA,NA,0.631,no,GO:0043436,0.567
RSCID.459811.112534,GSE29796,Transcriptional Differences between Normal and Glioma-Derived Glial Progenitor Cells Identify a Core Set of Dysregulated Genes.,42,organism part,A2B5pos; Tumor,A2B5pos; white matter,1107,NINDS NIH HHS,0.726,yes,no,no,0.606,0.709,0.596,no,GO:0006952,0.527
RSCID.458521.77239,GSE29807,Gene expression study reveals compromised Pattern Recognition Receptors and Interferon Signaling in fullterm Low birth Weight newborns,12,phenotype,Low birth weight,reference subject role,1,NA,0.912,no,no,no,NA,NA,0.496,no,GO:0002833,0.999
RSCID.436870.68631,GSE29828,Expression Profiling of Mixed Lineage Leukemia Cells Treated with a Potent Small-Molecule DOT1L Inhibitor,24,treatment,3 uM; EPZ004777,reference subject role,30,NHLBI NIH HHS,0.717,no,no,no,0.597,0.71,0.544,no,GO:0043436,0.586
RSCID.439710.68616,GSE29881,Human endothelial gene expression under estradiol and oxLDL treatments,10,treatment,Oxidized; estradiol; Low density lipoprotein,reference subject role,14,NA,0.95,no,no,no,NA,NA,0.915,no,GO:0060337,0.845
RSCID.455002.69779,GSE29903,Identification of inflammatory gene modules based on variations of human endothelial cell responses to oxidized lipids,72,treatment,1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine,oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine,20,NHLBI NIH HHS,0.846,yes,no,no,0.727,0.798,0.644,no,GO:0032269,0.636
RSCID.459799.108905,GSE29986,gene expression analyses of pediatric  lymphoblastic lymphomas and leukemias,26,disease,T-cell lymphoblastic lymphoma,common lymphoblastic leukemia,833,NA,0.83,no,no,no,NA,NA,0.787,no,GO:0006955,0.543
RSCID.451538.93255,GSE30188,Rho transcription inhibitor CCG-1423 effect on PC-3 cells,20,timepoint,24 hours,2 hours,56,NIDDK NIH HHS,0.903,no,no,no,0.678,0.889,NA,no,GO:0022402,0.759
RSCID.453098.98591,GSE30219,"\Off-context\"" gene expression in lung cancer identifies a group of metastatic-prone tumors""",99,disease,Adenocarcinoma of Lung,reference subject role,232,NCI NIH HHS,0.9,no,no,no,0.846,0.848,0.926,no,GO:0006928,0.541
RSCID.439661.69586,GSE30391,Expression data from human Wharton's jelly stem cells,6,timepoint,passage 8,passage 1,698,NA,0.756,no,no,no,NA,NA,0.614,no,GO:0007049,0.571
RSCID.459213.88421,GSE30439,Exposure of cystic fibrosis bronchial epithelial cells (CFBE 41 o-) to Pseudomonas aeruginosa (PA01) biofilms,16,treatment,Pseudomonas aeruginosa,reference substance role,34,NHLBI NIH HHS,0.966,yes,no,no,0.73,0.952,0.77,no,GO:0002684,0.671
RSCID.439659.68586,GSE30499,Inhibition of nonsense-mediated RNA decay by the tumor microenvironment promotes tumorigenesis,10,timepoint,4.5 hr,0 hr,183,NIDDK NIH HHS,0.64,no,no,no,0.506,0.616,0.536,no,GO:0042981,0.561
RSCID.459816.108105,GSE30516,Dynamic re-wiring of apoptotic signaling networks enhances tumor cell killing by DNA damage,19,cell line,BT20,MCF-7,1905,NA,0.754,no,no,no,NA,NA,0.791,no,GO:0048699,0.517
RSCID.465295.121210,GSE30599,EZH2 mutations can be detected in 23% of PICALM-MLLT10 (CALM-AF10) positive acute leukemias,29,genotype,Homozygous negative; EZH2 [human] enhancer of zeste 2 polycomb repressive complex 2 subunit,wild type genotype,6,NA,0.781,no,no,no,NA,NA,NA,no,GO:0004674,0.656
RSCID.457509.72881,GSE30674,"Profiling of Jurkat T cells activated with CD3, CD28 and PMA and multiple kinase inhibitors",26,medical procedure,"AEB,701",dimethyl sulfoxide; reference subject role,98,NA,0.857,no,no,no,NA,NA,0.692,no,GO:0006955,0.639
RSCID.459069.84919,GSE30718,Molecular Phenotypes of Acute Kidney Injury in Kidney Transplants,39,treatment,acute kidney injury,pristine protocol biopsy,1,NA,0.991,no,no,no,NA,NA,1,no,GO:0090504,0.999
RSCID.459812.102839,GSE30723,Gene Expression Profiles of human primary alveolar type II (ATII) cells and macrophages (AMs) after influenza virus infection,24,timepoint,24 hours,4 hours,4,NHLBI NIH HHS,0.917,no,no,no,0.677,0.925,0.623,no,GO:0044255,0.852
RSCID.463838.119234,GSE30985,Expression profiling of DNMT1 inhibitors in HCT116 cells,6,treatment,Prodrug G669043; 1500nM; prodrug role,reference substance role,27,NA,0.804,no,no,no,NA,NA,0.786,no,GO:0005925,0.57
RSCID.458889.87484,GSE30999,Expression data from skin biopsy samples from patients with moderate-to-severe psoriasis,170,disease,lesion; Psoriasis,reference subject role,146,NA,0.896,yes,no,no,NA,NA,0.927,no,GO:0006955,0.611
RSCID.459311.98073,GSE31048,Expression data from normal B cells and chronic lymphocytic leukemia B cells -- with/without treatment of Wnt3a,221,treatment,Wnt3a peptide,reference subject role,49,NCI NIH HHS,0.888,yes,no,no,0.807,0.871,NA,no,GO:0042981,0.613
RSCID.459251.95376,GSE31192,Molecular Signature of Pregnancy Associated Breast Cancer (PABC),33,clinical history,pregnancy,reference subject role,3,NCI NIH HHS,0.894,no,no,no,0.805,0.826,0.747,no,GO:0017134,0.749
RSCID.459494.99357,GSE31210,Gene expression data for pathological stage I-II lung adenocarcinomas,147,genotype,EGFR [human] epidermal growth factor receptor,wild type genotype,192,NA,0.893,no,no,no,NA,NA,0.965,no,GO:0040011,0.559
RSCID.463839.118627,GSE31311,High Myc activity is an independent negative prognostic factor for diffuse large B cell lymphomas,22,genotype,Overexpression; MYC [human] v-myc avian myelocytomatosis viral oncogene homolog,wild type genotype,1,NA,0.966,no,no,no,NA,NA,1,no,GO:0001658,0.999
RSCID.466876.124217,GSE31448,"Down-regulation of ECRG4, a candidate tumor suppressor gene  in human breast cancer",357,organism part,breast,Breast Carcinoma,370,NA,0.891,no,no,no,NA,NA,0.92,no,GO:0022402,0.549
RSCID.459262.97736,GSE31455,Primary human hepatocytes treated with IL28B and the HCV JFH1 Genotype 2A clone.,9,treatment,"hepatitis C infection, JFH1 clone",reference subject role,382,NA,0.785,no,no,no,NA,NA,0.716,no,GO:0006955,0.575
RSCID.461494.75462,GSE3151,Oncogene Signature Dataset,20,genotype,Overexpression; MYC [human] v-myc avian myelocytomatosis viral oncogene homolog,wild type genotype,14,NCI NIH HHS,0.734,no,no,no,0.757,0.742,0.545,no,GO:0043565,0.622
RSCID.459039.84765,GSE31684,Combination of a novel gene expression signature with a clinical nomogram improves the prediction of survival in high-risk bladder cancer Â ,47,disease staging,pT3,pTa,32,NCI NIH HHS,0.926,no,no,no,0.911,0.896,0.571,no,GO:0051270,0.627
RSCID.459716.108377,GSE31782,Knock-down and Over-expression of JMJD6 in MCF-7 and/or MDA-MB231,28,cell line,MCF-7,MDAMB231,1713,NA,0.808,yes,no,no,NA,NA,0.854,no,GO:0051270,0.526
RSCID.459712.102216,GSE32100,Glioma cells oxygen response,22,cell line,primary glioblastoma culture,U87,1413,NA,0.811,yes,no,no,NA,NA,0.848,no,GO:0051240,0.523
RSCID.457936.85559,GSE32323,"Screening for Epigenetically Masked Genes in Colorectal Cancer using 5-aza-2â€™-deoxycytidine treatment, Microarray and Gene Expression Profile",27,disease,noncancerous,CRC cell line,2099,NA,0.747,no,no,no,NA,NA,0.733,no,GO:0022402,0.519
RSCID.459714.101738,GSE32374,Clinical and Molecular Characteristics of  Congenital Glioblastoma Multiforme,18,age,pediatric,adult,1,NCI NIH HHS,0.501,no,no,no,0.553,0.652,NA,no,GO:0003743,0.999
RSCID.458819.85131,GSE32474,Comparison between cell lines from 9 different cancer tissue (NCI-60) (Affymetrix U133 Plus 2.0),41,disease,Melanoma,breast cancer,550,NCI NIH HHS,0.857,no,no,no,0.844,0.837,0.884,no,GO:0051270,0.546
RSCID.459457.39859,GSE3292,Gene expression signature of HPV in head and neck squamous cell carcinoma,36,phenotype,HPV negative,HPV positive,33,NA,0.84,no,no,no,NA,NA,0.558,no,GO:0008236,0.579
RSCID.457910.84408,GSE32924,Nonlesional atopic dermatitis skin is characterized by broad terminal differentiation defects and variable immune abnormalities,21,disease,atopic dermatitis; skin lesions,reference subject role,42,NCRR NIH HHS,0.85,no,no,no,0.98,0.874,0.555,no,GO:0009888,0.589
RSCID.460276.89724,GSE32959,An integrative computational systems biology approach identifies differentially regulated dynamic transcriptome signatures which drive the initiation of human T helper cell differentiation,16,timepoint,12 h,72 h,537,NA,0.728,yes,no,no,NA,NA,0.639,no,GO:0007049,0.587
RSCID.458803.84402,GSE32962,In vitro prednisolone resistance signature in MLL-rearranged infant ALL,43,phenotype,prednisolone; sensitive toward,prednisolone; resistant to,9,NA,0.878,no,no,no,NA,NA,NA,no,GO:0006366,0.649
RSCID.466885.124262,GSE32975,Gene expression signatures modulated by epidermal growth factor receptor activation and their relationship to cetuximab resistance in head and neck squamous cell carcinoma,54,treatment,gefitinib,reference substance role,19,NCI NIH HHS,0.894,yes,no,no,0.869,0.862,0.667,no,GO:0040011,0.645
RSCID.441117.88073,GSE33006,Gene expression profiles from the hepatocellular carcinoma (HCC) tissues,6,disease,hepatocellular carcinoma,adjacent normal tissue; reference substance role; liver,21,NA,0.704,no,no,no,NA,NA,0.538,no,GO:0034097,0.642
RSCID.459678.104052,GSE33135,Gene expression profile after dexamethasone in chronic lymphocytic leukemia cells according to IGHV/ZAP-70 status,24,genotype,mutated IGHV + Low ZAP-70 expression,wildtype IGHV + High ZAP-70 expression,43,NA,0.859,no,no,no,NA,NA,0.568,no,GO:0051050,0.543
RSCID.458395.95044,GSE33223,Multilineage dysplasia does not influence prognosis in patients with CEBPA mutated AML supporting the WHO proposal to classify these patients as a unique entity,21,disease,acute myeloid leukemia,reference subject role,22,NA,0.851,no,no,no,NA,NA,0.873,no,GO:0030054,0.612
RSCID.460262.89670,GSE33630,Normal thyrocytes vs papillary vs anaplastic thyroid carcinomas,94,disease,Papillary thyroid carcinoma,thyroid; reference subject role; normal,210,NA,0.876,yes,no,no,NA,NA,NA,no,GO:0007155,0.548
RSCID.459648.102319,GSE33903,Expression array of peripheral neuro-ectodermal cell lines,22,organism part,Neuroblastoma,reference subject role,291,NA,0.825,no,no,no,NA,NA,0.711,no,GO:0022008,0.544
RSCID.454609.108564,GSE33939,Sublytic concentrations of Staphylococcus aureus Panton-Valentine leukocidin alter human polymorphonuclear leukocyte gene expression and enhance bactericidal capacity.,21,treatment,Panton-Valentine leukocidin,reference subject role,189,NCRR NIH HHS,0.721,no,no,no,0.601,0.726,NA,no,GO:0040011,0.543
RSCID.458901.86785,GSE33950,SHARP1 suppresses breast cancer metastasis by promoting degradation of hypoxia-inducible factors,8,treatment,Sharp1 overexpression,shGFP; reference substance role,46,NA,0.894,no,no,no,NA,NA,0.531,no,GO:0005789,0.55
RSCID.461661.117836,GSE34156,Human monocyte activation with NOD2L vs. TLR2/1L,45,treatment,muramyl dipeptide,reference substance role,16,NIAID NIH HHS,0.966,yes,no,no,0.943,0.95,0.59,no,GO:0071345,0.843
RSCID.459156.90612,GSE34248,Gene expression profiling in psoriatic lesional and non-lesional skin [Set 1],28,organism part,lesional skin,non-lesional skin,85,NA,0.916,yes,no,no,NA,NA,0.97,no,GO:0006955,0.641
RSCID.459263.94747,GSE34308,Gene expression profiles of fibroblasts from childhood cerebral adrenoleukodystrophy patients and healthy controls,10,disease,adrenoleukodystrophy,reference subject role,59,NIGMS NIH HHS,0.905,no,no,no,0.683,0.869,0.546,no,GO:0031012,0.568
RSCID.460248.89555,GSE34526,Differential Gene Expression in Granulosa Cells from Polycystic Ovary Syndrome Patients with and without Insulin Resistance:  Identification of Susceptibility Gene Sets through Network Analysis,10,disease,Polycystic Ovary Syndrome,reference subject role,3,NICHD NIH HHS,0.963,no,no,no,0.779,0.924,NA,no,GO:0071326,0.666
RSCID.459629.110901,GSE34733,"Methylation of the Proximal, Distal and Core Promoter of CEBPA in 572 Cases with Normal Karyotpye AML and 44 with t(8;21) Disclosed Different Frequencies but no Impact on Prognosis",18,genotype,CEBPA non-methylated/non-mutated,CEBPA single-mutated,6,NA,0.916,no,no,no,NA,NA,0.916,no,GO:0051186,0.659
RSCID.459631.100292,GSE34824,Frequent driver mutations in histone H3.3 and chromatin remodeling genes in paediatric glioblastoma,23,genotype,H3F3A status: K27M,H3F3A status: wild type; wild type genotype,1,NA,0.629,no,no,no,NA,NA,0.98,no,GO:0042571,0.5
RSCID.459641.100299,GSE35144,Molecular Evaluation of Patient-Derived Colorectal Cancer Explants as a Pre-clinical Mouse Model of Colorectal Cancer,64,organism part,human tumor,PDCCE tumor,338,NA,0.933,yes,no,no,NA,NA,0.939,no,GO:0031012,0.574
RSCID.459647.110980,GSE35230,"Analysis of A375 and A375 clones that acquired resistance to GSK2118436 after treatment with GSK2118436 (GSK436), GSK1120212 (GSK212), or the combination of GSK2118436 and GSK1120212 for 24 hour",38,cell line,A375,16R6-4,163,NA,0.878,yes,no,no,NA,NA,0.795,no,GO:0009888,0.549
RSCID.459288.95652,GSE35283,Highly pathogenic influenza virus inhibit Inflammatory Responses in Monocytes via Activation of the Rar-Related Orphan Receptor Alpha (RORalpa),6,treatment,PR8-infected,reference subject role; uninfected,83,NA,0.8,no,no,no,NA,NA,0.57,no,GO:0006955,0.652
RSCID.459591.108397,GSE35331,Expression data from Bone-Marrow Mesenchymal Stromal Cells (BM-MSC) from Follicular Lymphoma patient (FL) or Healthy Donor (HD).,22,disease,follicular lymphoma,reference subject role,1,NA,0.924,no,no,no,NA,NA,NA,no,NA,NA
RSCID.459608.112216,GSE35428,Transcriptional profiling of clinically relevant SERMs and SERM/estradiol complexes in a cellular model of breast cancer,106,treatment,E2,reference substance role,51,NIDDK NIH HHS,0.887,no,no,no,0.667,0.872,NA,no,GO:0022402,0.628
RSCID.461474.90822,GSE35493,Pediatric rhabdoid tumors of kidney and brain show many differences in gene expression but share dysregulation of cell cycle and epigenetic effector genes,30,disease,large cell medulloblastoma,reference subject role,1057,NCI NIH HHS,0.79,no,no,no,0.747,0.762,0.783,no,GO:0097458,0.538
RSCID.462189.119191,GSE35683,Exogenous Interleukin-10 versus Glucocorticoids: Effect on Gene Expression and Pro-inflammatory Cytokine Release in Polymorphonuclear Leukocytes and Monocytes of the Newborn,30,cell type,monocyte,granulocyte,890,NICHD NIH HHS,0.731,yes,no,no,0.546,0.737,0.724,no,GO:0006955,0.543
RSCID.460414.116463,GSE35713,Transcriptional Signatures as a Disease-Specific and Predictive Inflammatory Biomarker for Type 1 Diabetes,132,treatment,recent onset; diabetes mellitus type 1,control,1,NIDDK NIH HHS,0.89,no,no,no,0.46,0.931,0.566,no,GO:0008146,0.999
RSCID.459247.95387,GSE36000,Mantle Cell Lymphoma,38,genetic modification,IGHV@ [human] immunoglobulin heavy variable cluster,wild type genotype,39,Intramural NIH HHS,0.872,no,no,no,0.603,0.835,0.596,no,GO:0022008,0.571
RSCID.455300.112573,GSE36059,Molecular diagnosis of T cell-mediated rejection in human kidney transplant biopsies; Molecular diagnosis of antibody-mediated rejection in human kidney transplants,289,phenotype,non-rejecting,reference subject role,15,NA,0.984,no,no,no,NA,NA,0.642,no,GO:0045944,0.728
RSCID.463609.121264,GSE36076,A combined strategy of global gene expression analysis and multiplex PCR established a 13-member gene signature for the diagnosis of human hepatocellular carcinoma.,20,disease staging,hepatocellular carcinoma,reference subject role,21,NA,0.973,yes,no,no,NA,NA,1,no,GO:0042981,0.622
RSCID.459557.104730,GSE36287,"Expression data from primary human keratinocytes exposed to cytokines in vitro (IL-4, IL-13, IL-17A, IFN-alpha, IFN-gamma, TNF)",9,treatment,interferon gamma,reference subject role,306,NA,0.861,yes,no,no,NA,NA,0.635,no,GO:0006955,0.592
RSCID.461408.75442,GSE3629,Molecular Marker for predicting development of cancer in ulcerative colitis,121,disease,Colorectal Cancer,ulcerative colitis,13268,NA,0.59,yes,no,no,NA,NA,NA,no,GO:0030054,0.514
RSCID.460311.101414,GSE36547,Assessment of Ex Vivo Prostaglandin pathway activation in HSCs,20,treatment,prostaglandin E2,reference substance role,14,NIDDK NIH HHS,0.901,no,no,no,0.571,0.848,0.624,no,GO:0071495,0.658
RSCID.459033.98435,GSE36640,Lamin B1 Depletion in Senescent Cells Triggers Large-Scale Changes in Gene Expression and in the Chromatin Landscape [ expression array ],10,phenotype,senescent,proliferative,624,NA,0.806,no,no,no,NA,NA,0.657,no,GO:0007049,0.583
RSCID.460308.108120,GSE36700,Gene expression profiles in synovial biopsies from patients with arthritis,12,disease,Rheumatoid Arthritis,osteoarthritis,96,NA,0.888,no,no,no,NA,NA,0.609,no,GO:0006955,0.646
RSCID.459260.94785,GSE36766,Effect of human breast tumor supernatant on normal CD4+ T cells (Confirmation Set SN),14,treatment,carcinoma; cell culture supernatant,reference subject role,23,NA,0.89,no,no,no,NA,NA,0.583,no,GO:0009968,0.66
RSCID.461942.118621,GSE36782,Glioma-propagating cells as an in vitro screening platform: PLK1 as a case study,22,disease,anaplastic oligoastrocytoma,glioblastoma multiforme,24,NA,0.638,no,no,no,NA,NA,0.545,no,GO:0008284,0.55
RSCID.467000.124632,GSE36809,A genomic storm in critically injured humans,211,timepoint,12 h,initial time point,395,NIGMS NIH HHS,0.824,no,no,no,0.871,0.846,0.857,yes,GO:0006955,0.553
RSCID.455439.104766,GSE36830,Gene expression analysis of Chronic rhinosinusitis,24,organism part,nasal polyp (NP) tissue,uncinate tissue (UT),303,NIAID NIH HHS,0.733,no,no,no,0.646,0.741,0.589,no,GO:0006928,0.535
RSCID.461535.88527,GSE36842,Progressive Activation of Th2/Th22 characterizes acute and chronic atopic dermatitis,23,disease,Non-lesional; atopic dermatitis,reference subject role,727,NCRR NIH HHS,0.733,no,no,no,0.629,0.715,0.556,no,GO:0009888,0.534
RSCID.460291.100385,GSE36895,Molecular Genetic Classification of clear-cell Renal Cell Carcinoma (ccRCC) based on the Gene Expression Profiling of Tumors and Tumorgrafts deficient for BAP1 or PBRM1,55,genotype,BAP1 wild type/PBRM1 wild type,BAP1 loss/PBRM1 wild type,16,NCI NIH HHS,0.78,no,no,no,0.791,0.758,0.541,no,GO:0008285,0.565
RSCID.460368.112442,GSE36911,Gene expression levels in immortalized B cells from 131 unrelated CEPH-Utah grandparents treated under ER stress.,262,treatment,tunicamycin,reference substance role,25,NIDDK NIH HHS,0.842,no,no,no,0.621,0.816,0.499,no,GO:0034976,0.646
RSCID.458265.92072,GSE37069,Gene response to major burn injuries,590,clinical history,Burn injury,reference subject role,164,NIGMS NIH HHS,0.888,no,no,yes,0.969,0.916,0.973,yes,GO:0050776,0.574
RSCID.455275.112180,GSE37171,Expression data from uremic patients and 20 healthy controls (normals),115,disease,Renal failure,reference subject role,19,NA,0.677,no,no,no,NA,NA,0.526,no,GO:0032269,0.583
RSCID.433408.80529,GSE37290,Expression Data from HNF1b-knockdown RMG2-ovarian cancer cells,20,genotype,knock down; HNF1b; shRNA,reference subject role,291,NA,0.855,yes,no,no,NA,NA,0.887,no,GO:0040012,0.54
RSCID.461426.90492,GSE37364,Expression data from human colonic biopsy samples  (adenoma-carcinoma),67,disease,Adenoma,reference subject role,167,NA,0.877,yes,no,no,NA,NA,0.968,no,GO:0006820,0.549
RSCID.448940.39301,GSE3744,Human breast tumor expression,27,disease,non-basal-like cancer,reference subject role,668,NCI NIH HHS,0.882,no,no,no,0.862,0.86,0.846,no,GO:0009888,0.537
RSCID.460247.112252,GSE37567,Methodoligies for identifying lead toxicity,102,treatment,lead acetate,reference substance role,5,NA,0.967,no,no,no,NA,NA,0.749,no,GO:0010043,0.799
RSCID.458600.80576,GSE37645,The gamma secretase inhibitor MRK-003 attenuates pancreatic cancer growth in preclinical models,18,phenotype,MRK003; non-sensitive; resistant to,MRK003; sensitive toward,109,NCI NIH HHS,0.902,no,no,no,0.885,0.877,0.596,no,GO:0009888,0.556
RSCID.453580.100960,GSE37648,Gene signatures of normal hTERT immortalized ovarian epithelium and fallopian tube epithelium (paired cultures from 2 donor patients),12,organism part,fallopian tube,female gonad,7,NCI NIH HHS,0.869,no,no,no,0.868,0.867,0.662,no,GO:0046006,0.571
RSCID.467022.124725,GSE37745,"Biomarker discovery in non-small cell lung cancer: integrating gene expression profiling, meta-analysis and tissue microarray validation",196,sex,male,female,16,NA,0.948,no,no,no,NA,NA,0.675,no,GO:0030139,0.694
RSCID.459199.91099,GSE37838,Comparing three phenotypes: Comparing molecular assessment of implantation biopsy,78,cell type,Kidney transplant biopsy,nephrectomy; reference subject role,26,NA,0.897,no,no,no,NA,NA,0.693,no,GO:0042981,0.606
RSCID.457887.86141,GSE38010,Janus-Like Opposing Roles of CD47 in Autoimmune Brain Inflammation in Human and Mice,4,disease,Healthy control,Chronic active plaque,647,NIAID NIH HHS,0.74,no,no,no,0.576,0.727,0.731,no,GO:0097458,0.544
RSCID.463787.118373,GSE38517,"Expression data from fibroblasts derived from human normal oral mucosa, oral dysplasia and oral squamous cell carcinoma",20,growth condition,Monolayer culture,3D culture,218,NA,0.876,no,no,no,NA,NA,0.884,no,GO:0031012,0.553
RSCID.460261.111566,GSE38663,Effect of Ribavirin on Viral Kinetics and Liver Gene Expression in Chronic Hepatitis C,29,treatment,pegylated-interferon,reference substance role,19,NA,0.936,no,no,no,NA,NA,NA,no,GO:0043207,0.804
RSCID.461663.117844,GSE38666,Molecular Profiling provides evidence of the existence of two functionally distinct classes of ovarian cancer stroma,45,cell type,surface epithelium of ovary,ovary stroma,349,NA,0.886,no,no,no,NA,NA,0.903,no,GO:0007155,0.534
RSCID.458233.91515,GSE38718,Sex and aging effect on skeletal muscle transcriptome in humans,22,phenotype,female,male,5,NINDS NIH HHS,0.999,no,yes,no,1,0.998,1,no,GO:0060765,0.666
RSCID.457968.87020,GSE38836,T Cell Activation in Microgravity Compared to 1g (Earth's) Gravity,6,treatment,activated; normal gravity (1g),microgravity; activated,2,NA,0.989,no,no,no,NA,NA,NA,no,GO:0006611,0.749
RSCID.459237.95073,GSE38941,Liver Regeneration Gene Signature in Hepatitis B virus (HBV)-Associated Acute Liver Failure Identified by Gene Expression Profiling,27,disease,"Liver Failure, acute",reference subject role,1056,NCI NIH HHS,0.825,yes,no,no,0.76,0.779,0.822,no,GO:0043436,0.547
RSCID.460680.117472,GSE39091,Expression data of A375 melanoma cells after DMSO or MLN4924 +/- Nutlin treatment for 26 hours,30,treatment,MLN4924,reference substance role,222,NA,0.787,no,no,no,NA,NA,0.714,no,GO:0009888,0.533
